,genes,Synonym,avg_scores,syngo,syndb,synsysnet,cortex,striatum,fetal,ngn2,Lit Sum,Exp Sum,All Sum,SynSig,Synapse_Status,Synapse Percentile,training positive examples,name,Receptor_Channel,Kinase_Phosphatase,Ubiquitin_E3,Vesicle_Transporters,GTP_ATP Regulators,Nucleic Acid Binding,Translation,Membrane_Cell Adhesion,Other Regulators,Scaffolds_Adaptors,Cytoskeletal,Calcium Ion Binding,Other Enzymes,Other protein binders,unknown functions,Function Total,MF Terms,HGNC Accession
362,ALG13,"['CXorf45', 'FLJ23018', 'CDG1S', 'YGL047W', 'TDRD13', 'MDS031', 'GLT28D1']",4.086772460930372,0,0,0,0,0,0,0,0,0,0,no,no,56.29204590423428,no,ALG13 UDP-N-acetylglucosaminyltransferase subunit ,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['thiol-dependent ubiquitin-specific protease activity', 'RNA binding', 'N-acetylglucosaminyldiphosphodolichol N-acetylglucosaminyltransferase activity', 'cysteine-type peptidase activity']",HGNC:30881
363,ALG2,"['FLJ14511', 'CDG1I', 'NET38', 'hALPG2', 'CDGIi']",4.029848502967251,0,0,1,1,0,0,0,1,1,2,no,known,47.833399287692906,no,"ALG2 alpha-1,3/1,6-mannosyltransferase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['GDP-Man:Man2GlcNAc2-PP-dolichol alpha-1,6-mannosyltransferase activity', 'calcium-dependent protein binding', 'protein N-terminus binding', 'GDP-Man:Man1GlcNAc2-PP-Dol alpha-1,3-mannosyltransferase activity', 'alpha-1,3-mannosyltransferase activity', 'protein heterodimerization activity']",HGNC:23159
364,ALG3,"['CDGS4', 'D16Ertd36e', 'NOT56L', 'Not56']",3.8602060548403214,0,0,0,0,0,0,0,0,0,0,no,no,23.70399683419074,no,"ALG3 alpha-1,3- mannosyltransferase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase activity', 'protein binding']",HGNC:23056
365,ALG5,['bA421P11.2'],3.855828898277786,0,0,0,0,0,0,0,0,0,0,no,no,23.06094182825485,no,ALG5 dolichyl-phosphate beta-glucosyltransferase ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['dolichyl-phosphate beta-glucosyltransferase activity', 'oligosaccharyl transferase activity']",HGNC:20266
366,ALG6,[nan],3.8002818065370816,0,0,0,0,0,0,0,0,0,0,no,no,16.759002770083107,no,"ALG6 alpha-1,3-glucosyltransferase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase activity', 'dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity']",HGNC:23157
367,ALG8,['MGC2840'],3.8428236622489607,0,0,0,0,0,0,0,0,0,0,no,no,21.468144044321328,no,"ALG8 alpha-1,3-glucosyltransferase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['dolichyl pyrophosphate Glc1Man9GlcNAc2 alpha-1,3-glucosyltransferase activity', 'dolichyl-phosphate-glucose-glycolipid alpha-glucosyltransferase activity', 'alpha-1,3-mannosyltransferase activity', 'protein binding']",HGNC:23161
368,ALG9,['DIBD1'],3.925233101732612,0,0,0,1,0,0,0,0,1,1,no,no,33.04313415116739,no,"ALG9 alpha-1,2-mannosyltransferase ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['dol-P-Man:Man(6)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity', 'dol-P-Man:Man(8)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase activity']",HGNC:15672
369,ALK,"['CD246', 'ALK1']",4.543865216638242,1,0,0,1,0,0,1,1,2,3,yes,known,91.55124653739612,yes,ALK receptor tyrosine kinase ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['identical protein binding', 'NF-kappaB-inducing kinase activity', 'ATP binding', 'transmembrane receptor protein tyrosine kinase activity']",HGNC:427
370,ALKBH2,"['ABH2', 'MGC90512']",3.744373763951955,0,0,0,0,0,0,0,0,0,0,no,no,11.931143648595171,no,"alkB homolog 2, alpha-ketoglutarate dependent dioxygenase ",0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['1-ethyladenine demethylase activity', 'ferrous iron binding', 'protein binding', 'DNA-N1-methyladenine dioxygenase activity', 'cytosine C-5 DNA demethylase activity']",HGNC:32487
371,ALKBH3,['DEPC-1'],4.052937506040694,0,0,0,0,0,0,0,0,0,0,no,no,51.4048278591215,no,"alkB homolog 3, alpha-ketoglutarate dependent dioxygenase ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['ferrous iron binding', 'protein binding', 'DNA-N1-methyladenine dioxygenase activity', 'L-ascorbic acid binding', 'RNA N1-methyladenosine dioxygenase activity']",HGNC:30141
372,ALKBH5,"['OFOXD1', 'FLJ20308']",4.157187571592027,0,0,0,0,0,0,0,0,0,0,no,no,65.4827859121488,no,"alkB homolog 5, RNA demethylase ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'RNA N6-methyladenosine dioxygenase activity', 'RNA binding', '2-oxoglutarate-dependent dioxygenase activity']",HGNC:25996
373,ALKBH8,"['TRM9', 'TRMT9A', 'MGC10235']",3.9018691020593934,0,0,0,0,0,0,1,0,1,1,no,no,29.907004352987727,no,"alkB homolog 8, tRNA methyltransferase ",0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['zinc ion binding', '2-oxoglutarate-dependent dioxygenase activity', 'iron ion binding', 'protein binding', 'tRNA (uracil) methyltransferase activity', 'tRNA binding']",HGNC:25189
374,ALOX12,['12S-LOX'],3.717644909261995,0,0,0,0,0,0,0,0,0,0,no,no,9.80411555203799,no,"arachidonate 12-lipoxygenase, 12S type ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['arachidonate 12(S)-lipoxygenase activity', 'hepoxilin-epoxide hydrolase activity', 'iron ion binding', 'protein binding', 'arachidonate 15-lipoxygenase activity', 'linoleate 13S-lipoxygenase activity']",HGNC:429
375,ALOX12B,['12R-LOX'],3.7945519130134313,0,0,0,0,0,0,0,0,0,0,no,no,16.303917688959242,no,"arachidonate 12-lipoxygenase, 12R type ",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['arachidonate 12(S)-lipoxygenase activity', 'iron ion binding', 'isomerase activity', 'protein binding', 'arachidonate 8(R)-lipoxygenase activity', 'linoleate 9S-lipoxygenase activity', 'lyase activity']",HGNC:430
376,ALOX15,['15-LOX-1'],3.915519571419032,0,0,0,0,0,0,0,0,0,0,no,no,31.84606252473289,no,arachidonate 15-lipoxygenase ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['phosphatidylinositol-4,5-bisphosphate binding', 'arachidonate 12(S)-lipoxygenase activity', 'iron ion binding', 'hepoxilin-epoxide hydrolase activity', 'hepoxilin A3 synthase activity', 'protein binding', 'arachidonate 15-lipoxygenase activity', 'linoleate 13S-lipoxygenase activity']",HGNC:433
377,ALOX15B,['15-LOX-2'],3.928087963679865,0,0,0,0,0,0,0,0,0,0,no,no,33.46853977047883,no,arachidonate 15-lipoxygenase type B ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,"['lipid binding', 'iron ion binding', 'protein binding', 'calcium ion binding', 'arachidonate 15-lipoxygenase activity', 'linoleate 13S-lipoxygenase activity', 'linoleate 9S-lipoxygenase activity', 'arachidonate 8(S)-lipoxygenase activity']",HGNC:434
378,ALOX5,['5-LOX'],4.15218813487531,0,0,0,0,0,0,0,0,0,0,no,no,64.84962406015039,no,arachidonate 5-lipoxygenase ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['arachidonate 5-lipoxygenase activity', 'hydrolase activity', 'iron ion binding', 'protein binding']",HGNC:435
379,ALOX5AP,['FLAP'],3.757695148206884,0,0,0,0,0,0,0,0,0,0,no,no,13.138108428967154,no,arachidonate 5-lipoxygenase activating protein ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['enzyme activator activity', 'protein N-terminus binding', 'glutathione peroxidase activity', 'leukotriene-C4 synthase activity', 'arachidonic acid binding', 'glutathione transferase activity']",HGNC:436
380,ALPI,['IAP'],3.841290237157355,0,0,0,0,0,0,0,0,0,0,no,no,21.2801741195093,no,"alkaline phosphatase, intestinal ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['magnesium ion binding', 'protease binding', 'alkaline phosphatase activity', 'zinc ion binding']",HGNC:437
381,ALPK1,"['KIAA1527', 'FLJ22670', 'Lak']",3.94859944097439,0,0,0,0,0,0,0,0,0,0,no,no,36.45627225959636,no,alpha kinase 1 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein binding', 'protein threonine kinase activity', 'monosaccharide binding', 'protein serine kinase activity', 'ATP binding']",HGNC:20917
382,ALPK3,"['KIAA1330', 'MAK', 'Midori']",3.9879742484341714,0,0,0,0,0,0,0,0,0,0,no,no,41.94697269489513,no,alpha kinase 3 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein threonine kinase activity', 'protein serine kinase activity', 'ATP binding']",HGNC:17574
383,ALPL,"['TNALP', 'TNSALP', 'HOPS', 'TNAP']",3.959147953109788,0,1,0,0,0,0,1,1,1,2,no,known,37.89077958053027,no,"alkaline phosphatase, biomineralization associated ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'alkaline phosphatase activity', 'pyrophosphatase activity', 'protein binding']",HGNC:438
384,ALPP,"['PLAP', 'PALP']",Training Gene,0,0,0,0,0,0,0,0,0,0,yes,no,Training Gene,no,"alkaline phosphatase, placental ",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['magnesium ion binding', 'zinc ion binding', 'alkaline phosphatase activity', 'protein binding']",HGNC:439
385,ALS2,['ALS2CR6'],4.619098263135707,0,0,0,1,0,0,1,0,2,2,yes,new,94.27186387020184,no,alsin Rho guanine nucleotide exchange factor ALS2 ,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['protein serine/threonine kinase activator activity', 'GTPase activator activity', 'guanyl-nucleotide exchange factor activity', 'small GTPase binding', 'protein homodimerization activity']",HGNC:443
386,ALS2CL,"['RN49018', 'FLJ36525', 'DKFZp686I0110']",4.0132789784922585,0,0,0,0,0,0,0,0,0,0,no,no,45.54808072813613,no,ALS2 C-terminal like ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['identical protein binding', 'GTPase activator activity']",HGNC:20605
387,ALX1,['CART1'],3.534744730995448,0,0,0,0,0,0,0,0,0,0,no,no,2.4040364068064903,no,ALX homeobox 1 ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'protein homodimerization activity', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding']",HGNC:1494
388,ALX4,"['KIAA1788', 'PFM', 'PFM2', 'FPP']",3.772755065491455,0,0,0,0,0,0,0,0,0,0,no,no,14.345073209339136,no,ALX homeobox 4 ,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,"['DNA-binding transcription activator activity, RNA polymerase II-specific', 'HMG box domain binding', 'RNA polymerase II transcription regulatory region sequence-specific DNA binding']",HGNC:450
389,ALYREF,"['THOC4', 'ALY', 'REF', 'ALY/REF', 'BEF']",4.313722891183703,0,0,0,0,1,1,1,0,3,3,no,no,79.27384250098932,no,Aly/REF export factor ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['C5-methylcytidine-containing RNA binding', 'protein binding']",HGNC:19071
390,AMACR,"['RACE', 'P504S']",3.6722765079849458,0,0,0,0,0,0,0,0,0,0,no,no,7.0043529877324895,no,alpha-methylacyl-CoA racemase ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['CoA-transferase activity', 'alpha-methylacyl-CoA racemase activity']",HGNC:451
391,AMBN,[nan],3.858037883098007,0,0,0,0,0,0,0,0,0,0,no,no,23.34784329244163,no,,,,,,,,,,,,,,,,,,,
392,AMBP,"['IATIL', 'EDC1', 'HCP', 'ITI', 'ITILC', 'HI30', 'UTI', 'ITIL']",3.8221511089811675,0,0,0,0,0,0,0,0,0,0,no,no,19.074000791452317,no,alpha-1-microglobulin/bikunin precursor ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['calcium channel inhibitor activity', 'calcium oxalate binding', 'heme binding', 'IgA binding', 'serine-type endopeptidase inhibitor activity', 'protein homodimerization activity']",HGNC:453
393,AMD1,['SAMDC'],4.0277702077373085,0,0,0,0,0,0,0,0,0,0,no,no,47.54649782350614,no,adenosylmethionine decarboxylase 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['adenosylmethionine decarboxylase activity', 'putrescine binding', 'identical protein binding']",HGNC:457
394,AMDHD1,['MGC35366'],3.751231852224748,0,0,0,0,0,0,0,0,0,0,no,no,12.435694499406411,no,amidohydrolase domain containing 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['metal ion binding', 'imidazolonepropionase activity']",HGNC:28577
395,AMER1,"['FAM123B', 'RP11-403E24.2', 'WTX', 'FLJ39827']",4.073825556788722,0,0,0,0,0,0,0,0,0,0,no,no,54.39256034823902,no,APC membrane recruitment protein 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['beta-catenin destruction complex binding', 'phosphatidylinositol-4,5-bisphosphate binding', 'beta-catenin binding']",HGNC:26837
396,AMER2,"['FLJ25477', 'FAM123A']",4.0989585788136,0,0,0,0,1,1,1,0,3,3,no,no,58.023347843292434,no,APC membrane recruitment protein 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['phosphatidylinositol-4,5-bisphosphate binding', 'beta-catenin binding']",HGNC:26360
397,AMER3,"['FLJ38377', 'FAM123C']",4.047873427117281,0,0,0,0,0,0,0,0,0,0,no,no,50.57380292837357,no,APC membrane recruitment protein 3 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['phosphatidylinositol-4,5-bisphosphate binding', 'beta-catenin binding']",HGNC:26771
398,AMFR,"['RNF45', 'gp78']",4.325735977921304,0,0,0,0,0,0,0,0,0,0,no,no,80.11476058567472,no,autocrine motility factor receptor ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['protein-macromolecule adaptor activity', 'signaling receptor activity', 'metal ion binding', 'ubiquitin-ubiquitin ligase activity', 'identical protein binding', 'BAT3 complex binding', 'chaperone binding', 'ubiquitin-specific protease binding']",HGNC:463
399,AMIGO1,"['KIAA1163', 'AMIGO']",4.5288063604758815,0,0,0,0,0,0,0,0,0,0,yes,new,91.11594776414721,no,adhesion molecule with Ig like domain 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['potassium channel regulator activity', 'protein binding']",HGNC:20824
400,AMIGO2,"['ALI1', 'DEGA']",3.919622609906196,0,0,0,0,0,0,0,0,0,0,no,no,32.37039968341907,no,adhesion molecule with Ig like domain 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein binding'],HGNC:24073
401,AMMECR1,[nan],3.997029923473573,0,0,0,0,0,0,0,0,0,0,no,no,43.07479224376731,no,AMMECR nuclear protein 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:467
402,AMN,['amnionless'],3.7386263193486853,0,0,0,0,0,0,0,0,0,0,no,no,11.574990106846062,no,amnion associated transmembrane protein ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['signaling receptor binding'],HGNC:14604
403,AMOT,['KIAA1071'],Training Gene,0,0,0,1,0,0,0,0,1,1,yes,no,Training Gene,no,angiomotin ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['signaling receptor activity', 'angiostatin binding']",HGNC:17810
404,AMOTL1,['JEAP'],4.0340601343701,0,0,0,0,0,0,0,0,0,0,no,no,48.57538583300356,no,angiomotin like 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['identical protein binding'],HGNC:17811
405,AMOTL2,['LCCP'],4.1944815725603934,0,0,0,0,0,0,0,0,0,0,no,no,69.1630391768896,no,angiomotin like 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['identical protein binding'],HGNC:17812
406,AMPD1,"['MADA', 'MAD']",Training Gene,0,0,0,0,0,0,0,0,0,0,yes,no,Training Gene,no,adenosine monophosphate deaminase 1 ,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['AMP deaminase activity', 'myosin heavy chain binding', 'metal ion binding', 'identical protein binding']",HGNC:468
407,AMPD2,['SPG63'],4.283766350247964,0,1,0,0,0,0,1,1,1,2,no,known,76.89948555599527,no,adenosine monophosphate deaminase 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['AMP deaminase activity', 'metal ion binding', 'protein binding']",HGNC:469
408,AMPD3,[nan],3.886612962048592,0,0,0,0,0,0,0,0,0,0,no,no,27.66125840918085,no,adenosine monophosphate deaminase 3 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['AMP deaminase activity', 'metal ion binding', 'protein binding']",HGNC:470
409,AMPH,[nan],Training Gene,1,1,1,1,1,1,1,3,4,7,yes,known,Training Gene,yes,amphiphysin ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,"['phospholipid binding', 'protein binding']",HGNC:471
410,AMT,"['NKH', 'GCST']",4.2046660208836295,0,0,0,0,0,0,0,0,0,0,no,no,70.1622477245746,no,aminomethyltransferase ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['aminomethyltransferase activity', 'transaminase activity']",HGNC:473
411,ANAPC1,"['MCPR', 'TSG24', 'APC1']",3.9274935826201434,0,0,0,0,0,0,1,0,1,1,no,no,33.40918084685398,no,anaphase promoting complex subunit 1 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,"['molecular adaptor activity', 'ubiquitin protein ligase activity']",HGNC:19988
412,ANAPC10,"['DOC1', 'APC10', 'DKFZP564L0562']",3.9693974775086183,0,0,0,0,0,0,0,0,0,0,no,no,39.463791056588846,no,anaphase promoting complex subunit 10 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,None,HGNC:24077
413,ANAPC16,"['C10orf104', 'FLJ33728', 'APC16', 'bA570G20.3', 'CENP-27']",3.733195614827821,0,0,0,0,0,0,0,0,0,0,no,no,10.99129402453502,no,anaphase promoting complex subunit 16 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,['protein binding'],HGNC:26976
414,ANAPC2,"['APC2', 'KIAA1406']",4.075331249246621,0,0,0,0,0,0,0,0,0,0,no,no,54.67946181242579,no,anaphase promoting complex subunit 2 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['ubiquitin protein ligase binding'],HGNC:19989
415,ANAPC4,['APC4'],3.987440782606998,0,0,0,0,0,0,0,0,0,0,no,no,41.88761377127028,no,anaphase promoting complex subunit 4 ,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['protein phosphatase binding', 'ubiquitin protein ligase activity']",HGNC:19990
416,ANAPC5,['APC5'],4.149161702923685,0,0,0,0,0,0,0,0,0,0,no,no,64.39453897902649,no,anaphase promoting complex subunit 5 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein phosphatase binding'],HGNC:15713
417,ANAPC7,['APC7'],3.94634089662844,0,0,0,0,0,0,1,0,1,1,no,no,36.1594776414721,no,anaphase promoting complex subunit 7 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,['protein phosphatase binding'],HGNC:17380
418,ANGEL1,"['KIAA0759', 'Ccr4e']",4.229872693658491,0,0,0,0,0,0,0,0,0,0,no,no,72.46735259200634,no,angel homolog 1 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['eukaryotic initiation factor 4E binding', 'protein domain specific binding', ""3'-5'-exoribonuclease activity""]",HGNC:19961
419,ANGPT1,"['Ang1', 'KIAA0003']",3.7878613700693013,0,0,0,0,0,0,0,0,0,0,no,no,15.611396913335971,no,angiopoietin 1 ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,['receptor tyrosine kinase binding'],HGNC:484
420,ANGPT2,['Ang2'],3.789240968711145,0,0,0,0,0,0,0,0,0,0,no,no,15.74000791452315,no,angiopoietin 2 ,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['metal ion binding', 'receptor tyrosine kinase binding']",HGNC:485
421,ANK1,"['SPH1', 'ANK']",4.5716803911955655,0,1,0,1,1,0,0,1,2,3,yes,known,92.61970716264344,no,ankyrin 1 ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"['structural constituent of cytoskeleton', 'spectrin binding', 'ion channel binding', 'ATPase binding', 'protein phosphatase binding', 'cytoskeletal anchor activity']",HGNC:492
422,ANK2,"['FAP87', 'CFAP87', 'LQT4']",5.383963499736277,0,1,1,1,1,1,1,2,4,6,yes,known,99.92085476850019,no,ankyrin 2 ,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,4.0,"['spectrin binding', 'ion channel binding', 'protein kinase binding', 'ATPase binding', 'phosphorylation-dependent protein binding', 'cytoskeletal anchor activity']",HGNC:493
423,ANK3,[nan],Training Gene,0,1,1,1,1,1,1,2,4,6,yes,known,Training Gene,no,ankyrin 3 ,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,3.0,"['structural constituent of cytoskeleton', 'cadherin binding', 'spectrin binding', 'ion channel binding', 'cytoskeletal anchor activity']",HGNC:494
424,ANKFY1,"['ANKHZN', 'BTBD23', 'KIAA1255', 'RANK-5', 'ZFYVE14']",4.4547091064194015,0,1,0,0,0,1,1,1,2,3,yes,known,88.00949742777998,no,ankyrin repeat and FYVE domain containing 1 ,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['small GTPase binding', 'phosphatidylinositol phosphate binding', 'metal ion binding']",HGNC:20763
425,ANKHD1,"['MASK', 'FLJ20288', 'FLJ11979', 'MASK1', 'FLJ10042', 'FLJ14127', 'KIAA1085']",4.26027242017808,0,0,0,0,0,0,1,0,1,1,no,no,74.90106846062525,no,ankyrin repeat and KH domain containing 1 ,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['RNA binding', 'protein binding']",HGNC:24714
426,ANKIB1,"['DKFZP434A0225', 'KIAA1386']",3.4518428814338806,0,0,0,0,0,1,1,0,2,2,no,no,1.0981400870597546,no,ankyrin repeat and IBR domain containing 1 ,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,"['metal ion binding', 'ubiquitin conjugating enzyme binding', 'ubiquitin protein ligase activity']",HGNC:22215
427,ANKLE2,"['KIAA0692', 'LEMD7', 'Lem4']",4.134532150490793,0,0,0,1,0,0,1,0,2,2,no,no,62.801741195092994,no,ankyrin repeat and LEM domain containing 2 ,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,"['protein phosphatase regulator activity', 'protein phosphatase 2A binding']",HGNC:29101
428,ANKMY2,"['ZMYND20', 'DKFZP564O043']",4.121552945717268,0,0,0,0,0,0,1,0,1,1,no,no,61.070439256034824,no,ankyrin repeat and MYND domain containing 2 ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,"['enzyme binding', 'metal ion binding']",HGNC:25370
