Gene Symbol,Accession,Description,SumCoverage,SumNum Proteins,SumNum Unique Peptides,SumNum Peptides,SumNum PSMs,Score A2,Coverage A2,Num Peptides A2,Num PSM A2,Score A4,Coverage A4,Num Peptides A4,Num PSM A4,Num AAs,MW kDa,calc pI,,,,,,,,
LETM1,O95202,"LETM1 and EF-hand domain-containing protein 1, mitochondrial OS=Homo sapiens GN=LETM1 PE=1 SV=1 - [LETM1_HUMAN]",21.79,3.0,12.0,12.0,36.0,293.08,19.76,11.0,19.0,43.44,19.76,11.0,17.0,739.0,83.3,6.7,,,,,,,,
NRP1,E9PEP6,Protein kinase C-binding protein NELL1 OS=Homo sapiens GN=NRP1 PE=2 SV=2 - [E9PEP6_HUMAN],21.08,10.0,11.0,11.0,36.0,456.74,21.08,11.0,18.0,53.55,21.08,11.0,18.0,906.0,101.2,6.0,,,,,,,,
KHSRP,Q92945,Far upstream element-binding protein 2 OS=Homo sapiens GN=KHSRP PE=1 SV=4 - [FUBP2_HUMAN],19.55,5.0,9.0,9.0,36.0,567.9,19.55,9.0,18.0,53.67,19.55,9.0,18.0,711.0,73.1,7.3,,,,,,,,
PTCD3,Q96EY7,"Pentatricopeptide repeat domain-containing protein 3, mitochondrial OS=Homo sapiens GN=PTCD3 PE=1 SV=3 - [PTCD3_HUMAN]",18.43,20.0,10.0,11.0,36.0,356.14,18.43,11.0,19.0,27.68,16.84,10.0,17.0,689.0,78.5,6.42,,,,,,,,
PRKG1,Q5SQU3,cGMP-dependent protein kinase 1 OS=Homo sapiens GN=PRKG1 PE=2 SV=1 - [Q5SQU3_HUMAN],16.69,5.0,9.0,10.0,36.0,289.23,15.17,9.0,17.0,46.23,16.69,10.0,19.0,659.0,74.9,6.32,,,,,,,,
ITGB1,P05556,Integrin beta-1 OS=Homo sapiens GN=ITGB1 PE=1 SV=2 - [ITB1_HUMAN],15.41,12.0,9.0,9.0,36.0,380.33,15.41,9.0,18.0,48.03,15.41,9.0,18.0,798.0,88.4,5.39,,,,,,,,
AGL,P35573-2,Isoform 5 of Glycogen debranching enzyme OS=Homo sapiens GN=AGL - [GDE_HUMAN],13.53,3.0,13.0,13.0,36.0,210.13,8.18,8.0,15.0,42.14,13.53,13.0,21.0,1515.0,172.5,6.71,,,,,,,,
KRT73,Q86Y46,"Keratin, type II cytoskeletal 73 OS=Homo sapiens GN=KRT73 PE=1 SV=1 - [K2C73_HUMAN]",9.81,6.0,1.0,6.0,36.0,186.51,9.81,6.0,18.0,39.63,9.81,6.0,18.0,540.0,58.9,7.23,,,,,,,,
TANC2,Q9HCD6-2,Isoform 2 of Protein TANC2 OS=Homo sapiens GN=TANC2 - [TANC2_HUMAN],8.45,5.0,12.0,13.0,36.0,248.81,7.2,12.0,19.0,29.61,8.0,12.0,17.0,2000.0,220.6,8.16,,,,,,,,
TNIK,Q9UKE5-8,Isoform 8 of TRAF2 and NCK-interacting protein kinase OS=Homo sapiens GN=TNIK - [TNIK_HUMAN],8.36,18.0,3.0,11.0,36.0,181.97,7.81,10.0,18.0,30.0,8.12,10.0,18.0,1268.0,144.2,7.14,,,,,,,,
DDAH2,O95865,"N(G),N(G)-dimethylarginine dimethylaminohydrolase 2 OS=Homo sapiens GN=DDAH2 PE=1 SV=1 - [DDAH2_HUMAN]",66.67,5.0,11.0,11.0,35.0,528.79,66.67,11.0,17.0,56.42,66.67,11.0,18.0,285.0,29.6,6.01,,,,,,,,
AKR1B1,P15121,Aldose reductase OS=Homo sapiens GN=AKR1B1 PE=1 SV=3 - [ALDR_HUMAN],44.62,5.0,9.0,10.0,35.0,189.82,35.13,8.0,16.0,41.43,44.62,10.0,19.0,316.0,35.8,6.98,,,,,,,,
TOMM40,O96008,Mitochondrial import receptor subunit TOM40 homolog OS=Homo sapiens GN=TOMM40 PE=1 SV=1 - [TOM40_HUMAN],39.61,4.0,10.0,10.0,35.0,364.57,37.95,9.0,17.0,55.82,39.61,10.0,18.0,361.0,37.9,7.25,,,,,,,,
GNA11,P29992,Guanine nucleotide-binding protein subunit alpha-11 OS=Homo sapiens GN=GNA11 PE=1 SV=2 - [GNA11_HUMAN],37.6,3.0,8.0,11.0,35.0,277.32,37.6,11.0,17.0,42.58,37.6,11.0,18.0,359.0,42.1,5.69,,,,,,,,
RAB3D,O95716,Ras-related protein Rab-3D OS=Homo sapiens GN=RAB3D PE=1 SV=1 - [RAB3D_HUMAN],35.62,4.0,1.0,9.0,35.0,185.26,28.77,8.0,17.0,41.46,35.62,9.0,18.0,219.0,24.3,4.93,,,,,,,,
MRPS22,G5E9W7,"28S ribosomal protein S22, mitochondrial OS=Homo sapiens GN=MRPS22 PE=4 SV=1 - [G5E9W7_HUMAN]",32.29,8.0,9.0,9.0,35.0,246.89,32.29,9.0,16.0,41.64,32.29,9.0,19.0,319.0,36.8,6.81,,,,,,,,
RIC8A,Q9NPQ8-4,Isoform 4 of Synembryn-A OS=Homo sapiens GN=RIC8A - [RIC8A_HUMAN],27.55,15.0,10.0,10.0,35.0,493.28,25.47,9.0,17.0,46.98,27.55,10.0,18.0,530.0,59.6,5.33,,,,,,,,
ME2,P23368,"NAD-dependent malic enzyme, mitochondrial OS=Homo sapiens GN=ME2 PE=1 SV=1 - [MAOM_HUMAN]",26.37,2.0,12.0,12.0,35.0,350.59,21.06,9.0,14.0,40.07,26.37,12.0,21.0,584.0,65.4,7.61,,,,,,,,
RTN4RL2,Q86UN3,Reticulon-4 receptor-like 2 OS=Homo sapiens GN=RTN4RL2 PE=1 SV=1 - [R4RL2_HUMAN],24.29,3.0,9.0,9.0,35.0,369.34,24.29,9.0,17.0,45.37,24.29,9.0,18.0,420.0,46.1,7.62,,,,,,,,
GMPS,F8W720,GMP synthase [glutamine-hydrolyzing] OS=Homo sapiens GN=GMPS PE=2 SV=1 - [F8W720_HUMAN],22.05,2.0,11.0,11.0,35.0,119.72,17.85,8.0,16.0,47.29,20.71,10.0,19.0,594.0,65.9,7.47,,,,,,,,
GPSM1,Q86YR5-4,Isoform 4 of G-protein-signaling modulator 1 OS=Homo sapiens GN=GPSM1 - [GPSM1_HUMAN],20.09,6.0,9.0,10.0,35.0,236.94,18.1,9.0,18.0,27.39,16.87,8.0,17.0,652.0,72.1,6.47,,,,,,,,
WASF1,Q92558,Wiskott-Aldrich syndrome protein family member 1 OS=Homo sapiens GN=WASF1 PE=1 SV=1 - [WASF1_HUMAN],19.68,4.0,9.0,9.0,35.0,198.25,17.35,8.0,17.0,45.3,19.68,9.0,18.0,559.0,61.6,6.46,,,,,,,,
EXOC5,O00471,Exocyst complex component 5 OS=Homo sapiens GN=EXOC5 PE=1 SV=1 - [EXOC5_HUMAN],18.5,2.0,12.0,12.0,35.0,213.4,16.67,10.0,17.0,44.13,18.5,11.0,18.0,708.0,81.8,6.71,,,,,,,,
SPECC1L,Q69YQ0-2,Isoform 2 of Cytospin-A OS=Homo sapiens GN=SPECC1L - [CYTSA_HUMAN],18.18,5.0,14.0,14.0,35.0,205.32,16.23,12.0,16.0,41.65,18.18,14.0,19.0,1078.0,120.1,5.76,,,,,,,,
ISLR2,Q6UXK2,Immunoglobulin superfamily containing leucine-rich repeat protein 2 OS=Homo sapiens GN=ISLR2 PE=2 SV=1 - [ISLR2_HUMAN],17.18,4.0,10.0,10.0,35.0,359.49,17.18,10.0,18.0,43.81,16.11,9.0,17.0,745.0,78.9,5.29,,,,,,,,
CUL2,R4GNH8,Cullin-2 OS=Homo sapiens GN=CUL2 PE=4 SV=1 - [R4GNH8_HUMAN],16.86,5.0,11.0,12.0,35.0,177.36,13.95,9.0,15.0,35.17,16.86,12.0,20.0,688.0,80.3,7.39,,,,,,,,
LONP1,F5GZ27,"Lon protease homolog, mitochondrial OS=Homo sapiens GN=LONP1 PE=2 SV=1 - [F5GZ27_HUMAN]",16.78,8.0,13.0,13.0,35.0,274.7,16.78,13.0,19.0,40.43,14.02,11.0,16.0,763.0,85.6,6.04,,,,,,,,
PPP1R21,Q6ZMI0,Protein phosphatase 1 regulatory subunit 21 OS=Homo sapiens GN=PPP1R21 PE=1 SV=1 - [PPR21_HUMAN],15.38,7.0,8.0,8.0,35.0,419.56,13.21,7.0,17.0,49.2,15.38,8.0,18.0,780.0,88.3,6.84,,,,,,,,
SYNJ1,O43426-4,Isoform 3 of Synaptojanin-1 OS=Homo sapiens GN=SYNJ1 - [SYNJ1_HUMAN],15.37,12.0,13.0,13.0,35.0,389.33,12.82,11.0,16.0,50.51,15.37,13.0,19.0,1295.0,143.2,7.33,,,,,,,,
SH3PXD2B,A1X283,SH3 and PX domain-containing protein 2B OS=Homo sapiens GN=SH3PXD2B PE=1 SV=3 - [SPD2B_HUMAN],14.82,5.0,10.0,10.0,35.0,175.91,14.82,10.0,17.0,29.47,14.82,10.0,18.0,911.0,101.5,8.69,,,,,,,,
KIAA1468,Q9P260,LisH domain and HEAT repeat-containing protein KIAA1468 OS=Homo sapiens GN=KIAA1468 PE=1 SV=2 - [K1468_HUMAN],14.56,1.0,1.0,13.0,35.0,355.27,13.57,12.0,17.0,29.71,14.56,13.0,18.0,1216.0,134.5,5.45,,,,,,,,
ASAP1,Q9ULH1,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 1 OS=Homo sapiens GN=ASAP1 PE=1 SV=4 - [ASAP1_HUMAN]",14.26,8.0,12.0,12.0,35.0,287.8,14.26,12.0,17.0,48.43,14.26,12.0,18.0,1129.0,125.4,7.31,,,,,,,,
IPO7,O95373,Importin-7 OS=Homo sapiens GN=IPO7 PE=1 SV=1 - [IPO7_HUMAN],12.72,2.0,11.0,11.0,35.0,391.72,12.62,10.0,16.0,50.77,12.72,11.0,19.0,1038.0,119.4,4.82,,,,,,,,
SEC31A,O94979-6,Isoform 6 of Protein transport protein Sec31A OS=Homo sapiens GN=SEC31A - [SC31A_HUMAN],11.15,23.0,10.0,10.0,35.0,277.16,7.69,8.0,16.0,38.58,11.15,10.0,19.0,1067.0,117.6,7.39,,,,,,,,
PPFIA1,Q13136-2,Isoform 2 of Liprin-alpha-1 OS=Homo sapiens GN=PPFIA1 - [LIPA1_HUMAN],11.05,15.0,3.0,10.0,35.0,264.59,9.62,9.0,16.0,50.66,11.05,10.0,19.0,1185.0,133.9,6.25,,,,,,,,
LAMB1,P07942,Laminin subunit beta-1 OS=Homo sapiens GN=LAMB1 PE=1 SV=2 - [LAMB1_HUMAN],9.52,3.0,11.0,11.0,35.0,604.15,9.52,11.0,18.0,52.96,9.52,11.0,17.0,1786.0,197.9,4.94,,,,,,,,
PRDX6,P30041,Peroxiredoxin-6 OS=Homo sapiens GN=PRDX6 PE=1 SV=3 - [PRDX6_HUMAN],62.5,1.0,12.0,12.0,34.0,363.92,54.91,11.0,18.0,32.17,53.13,11.0,16.0,224.0,25.0,6.38,,,,,,,,
PCMT1,P22061,Protein-L-isoaspartate(D-aspartate) O-methyltransferase OS=Homo sapiens GN=PCMT1 PE=1 SV=4 - [PIMT_HUMAN],60.35,10.0,8.0,8.0,34.0,284.61,60.35,8.0,17.0,52.99,56.39,7.0,17.0,227.0,24.6,7.21,,,,,,,,
TPM4,P67936,Tropomyosin alpha-4 chain OS=Homo sapiens GN=TPM4 PE=1 SV=3 - [TPM4_HUMAN],43.95,15.0,4.0,10.0,34.0,253.09,38.71,8.0,16.0,50.21,43.95,10.0,18.0,248.0,28.5,4.69,,,,,,,,
ESD,P10768,S-formylglutathione hydrolase OS=Homo sapiens GN=ESD PE=1 SV=2 - [ESTD_HUMAN],40.78,2.0,8.0,8.0,34.0,369.46,40.78,8.0,17.0,45.68,40.78,8.0,17.0,282.0,31.4,7.02,,,,,,,,
UGDH,O60701-2,Isoform 2 of UDP-glucose 6-dehydrogenase OS=Homo sapiens GN=UGDH - [UGDH_HUMAN],39.81,7.0,12.0,12.0,34.0,358.14,39.81,12.0,17.0,48.54,39.81,12.0,17.0,427.0,47.6,5.92,,,,,,,,
TPM1,F5H7S3,Tropomyosin alpha-1 chain OS=Homo sapiens GN=TPM1 PE=2 SV=2 - [F5H7S3_HUMAN],39.59,30.0,3.0,9.0,34.0,242.5,39.59,9.0,17.0,47.1,39.59,9.0,17.0,245.0,28.5,4.78,,,,,,,,
CDK5,Q00535,Cyclin-dependent kinase 5 OS=Homo sapiens GN=CDK5 PE=1 SV=3 - [CDK5_HUMAN],38.36,92.0,9.0,10.0,34.0,169.74,38.36,10.0,17.0,37.63,38.36,10.0,17.0,292.0,33.3,7.66,,,,,,,,
CDC42,P60953-1,Isoform 1 of Cell division control protein 42 homolog OS=Homo sapiens GN=CDC42 - [CDC42_HUMAN],36.65,10.0,3.0,8.0,34.0,209.58,36.65,8.0,17.0,34.69,36.65,8.0,17.0,191.0,21.3,6.04,,,,,,,,
LDHB,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],36.53,10.0,11.0,12.0,34.0,332.15,36.53,12.0,17.0,40.59,36.53,12.0,17.0,334.0,36.6,6.05,,,,,,,,
SNX4,O95219,Sorting nexin-4 OS=Homo sapiens GN=SNX4 PE=1 SV=1 - [SNX4_HUMAN],36.44,4.0,12.0,12.0,34.0,317.16,36.44,12.0,18.0,47.95,34.22,11.0,16.0,450.0,51.9,5.99,,,,,,,,
DSTN,P60981,Destrin OS=Homo sapiens GN=DSTN PE=1 SV=3 - [DEST_HUMAN],31.52,3.0,6.0,7.0,34.0,223.89,31.52,7.0,16.0,34.11,31.52,7.0,18.0,165.0,18.5,7.85,,,,,,,,
CAP2,P40123,Adenylyl cyclase-associated protein 2 OS=Homo sapiens GN=CAP2 PE=1 SV=1 - [CAP2_HUMAN],29.98,7.0,9.0,10.0,34.0,261.52,29.98,10.0,17.0,44.2,29.98,10.0,17.0,477.0,52.8,6.37,,,,,,,,
CTSD,P07339,Cathepsin D OS=Homo sapiens GN=CTSD PE=1 SV=1 - [CATD_HUMAN],25.24,6.0,7.0,7.0,34.0,210.89,22.33,6.0,16.0,41.47,25.24,7.0,18.0,412.0,44.5,6.54,,,,,,,,
EIF3L,Q9Y262-2,Isoform 2 of Eukaryotic translation initiation factor 3 subunit L OS=Homo sapiens GN=EIF3L - [EIF3L_HUMAN],24.81,7.0,11.0,11.0,34.0,602.76,22.87,10.0,16.0,51.37,24.81,11.0,18.0,516.0,61.0,7.03,,,,,,,,
ATL1,Q8WXF7-2,Isoform 2 of Atlastin-1 OS=Homo sapiens GN=ATL1 - [ATLA1_HUMAN],24.41,5.0,10.0,11.0,34.0,335.33,24.41,11.0,16.0,41.38,24.41,11.0,18.0,553.0,63.0,6.28,,,,,,,,
RUNDC3A,Q59EK9-2,Isoform 2 of RUN domain-containing protein 3A OS=Homo sapiens GN=RUNDC3A - [RUN3A_HUMAN],24.25,1.0,1.0,8.0,34.0,421.02,24.25,8.0,17.0,45.29,24.25,8.0,17.0,400.0,45.2,5.26,,,,,,,,
DNAJC11,Q9NVH1-3,Isoform 3 of DnaJ homolog subfamily C member 11 OS=Homo sapiens GN=DNAJC11 - [DJC11_HUMAN],23.08,8.0,10.0,10.0,34.0,157.17,23.08,10.0,17.0,36.53,23.08,10.0,17.0,507.0,57.2,7.53,,,,,,,,
CRTAC1,Q9NQ79-2,Isoform 2 of Cartilage acidic protein 1 OS=Homo sapiens GN=CRTAC1 - [CRAC1_HUMAN],20.93,4.0,12.0,12.0,34.0,276.91,18.91,11.0,17.0,45.32,19.69,11.0,17.0,645.0,70.4,5.24,,,,,,,,
FGD4,F8W1R0,"FYVE, RhoGEF and PH domain-containing protein 4 OS=Homo sapiens GN=FGD4 PE=2 SV=1 - [F8W1R0_HUMAN]",20.8,10.0,9.0,9.0,34.0,246.23,19.76,8.0,17.0,38.58,20.8,9.0,17.0,673.0,76.6,5.8,,,,,,,,
SEC23A,F5H365,Protein transport protein Sec23A OS=Homo sapiens GN=SEC23A PE=2 SV=1 - [F5H365_HUMAN],18.75,10.0,9.0,10.0,34.0,503.42,18.75,10.0,17.0,51.59,18.75,10.0,17.0,736.0,82.9,7.46,,,,,,,,
TRIM3,O75382,Tripartite motif-containing protein 3 OS=Homo sapiens GN=TRIM3 PE=1 SV=2 - [TRIM3_HUMAN],18.55,8.0,10.0,11.0,34.0,306.25,16.53,9.0,16.0,38.71,18.55,11.0,18.0,744.0,80.8,7.83,,,,,,,,
GLG1,Q92896,Golgi apparatus protein 1 OS=Homo sapiens GN=GLG1 PE=1 SV=2 - [GSLG1_HUMAN],14.76,6.0,14.0,14.0,34.0,272.63,11.2,11.0,16.0,42.09,14.08,13.0,18.0,1179.0,134.5,6.9,,,,,,,,
IPO4,Q8TEX9,Importin-4 OS=Homo sapiens GN=IPO4 PE=1 SV=2 - [IPO4_HUMAN],12.21,7.0,10.0,10.0,34.0,229.67,12.21,10.0,17.0,32.89,12.21,10.0,17.0,1081.0,118.6,4.96,,,,,,,,
TSC2,B4DIL8,Tuberin OS=Homo sapiens GN=TSC2 PE=2 SV=1 - [B4DIL8_HUMAN],10.7,10.0,12.0,12.0,34.0,235.64,9.81,11.0,16.0,37.26,10.7,12.0,18.0,1692.0,187.8,6.93,,,,,,,,
XPO5,Q9HAV4,Exportin-5 OS=Homo sapiens GN=XPO5 PE=1 SV=1 - [XPO5_HUMAN],10.63,4.0,10.0,10.0,34.0,238.66,9.22,9.0,17.0,36.46,10.13,9.0,17.0,1204.0,136.2,5.8,,,,,,,,
SNRNP200,O75643,U5 small nuclear ribonucleoprotein 200 kDa helicase OS=Homo sapiens GN=SNRNP200 PE=1 SV=2 - [U520_HUMAN],9.27,4.0,16.0,16.0,34.0,363.26,9.27,16.0,18.0,38.99,8.29,14.0,16.0,2136.0,244.4,6.06,,,,,,,,
CDC42BPA,Q5VT25-3,Isoform 3 of Serine/threonine-protein kinase MRCK alpha OS=Homo sapiens GN=CDC42BPA - [MRCKA_HUMAN],8.61,25.0,6.0,12.0,34.0,164.85,8.61,12.0,18.0,26.62,8.61,12.0,16.0,1638.0,186.0,6.33,,,,,,,,
MAP1LC3B,H3BTL1,"Microtubule-associated protein 1 light chain 3 beta, isoform CRA_f OS=Homo sapiens GN=MAP1LC3B PE=3 SV=1 - [H3BTL1_HUMAN]",64.0,4.0,5.0,7.0,33.0,86.01,54.67,6.0,17.0,20.25,64.0,6.0,16.0,75.0,9.0,9.82,,,,,,,,
CACYBP,Q9HB71,Calcyclin-binding protein OS=Homo sapiens GN=CACYBP PE=1 SV=2 - [CYBP_HUMAN],56.14,4.0,11.0,11.0,33.0,134.87,56.14,11.0,16.0,32.37,56.14,11.0,17.0,228.0,26.2,8.25,,,,,,,,
RPSA,C9J9K3,40S ribosomal protein SA (Fragment) OS=Homo sapiens GN=RPSA PE=2 SV=1 - [C9J9K3_HUMAN],52.65,4.0,11.0,11.0,33.0,424.58,52.65,11.0,17.0,50.53,52.65,10.0,16.0,264.0,29.5,5.25,,,,,,,,
CKAP1,Q6FGY5,CKAP1 protein OS=Homo sapiens GN=CKAP1 PE=2 SV=1 - [Q6FGY5_HUMAN],51.81,10.0,10.0,10.0,33.0,289.58,51.81,9.0,16.0,45.49,51.81,10.0,17.0,193.0,21.8,4.94,,,,,,,,
CKMT1A,P12532,"Creatine kinase U-type, mitochondrial OS=Homo sapiens GN=CKMT1A PE=1 SV=1 - [KCRU_HUMAN]",48.44,12.0,12.0,13.0,33.0,331.34,37.17,11.0,16.0,28.04,46.04,12.0,17.0,417.0,47.0,8.34,,,,,,,,
PGRMC1,O00264,Membrane-associated progesterone receptor component 1 OS=Homo sapiens GN=PGRMC1 PE=1 SV=3 - [PGRC1_HUMAN],48.21,2.0,12.0,12.0,33.0,366.14,48.21,12.0,18.0,49.77,43.08,9.0,15.0,195.0,21.7,4.7,,,,,,,,
GOT2,P00505,"Aspartate aminotransferase, mitochondrial OS=Homo sapiens GN=GOT2 PE=1 SV=3 - [AATM_HUMAN]",37.91,2.0,11.0,11.0,33.0,267.62,36.28,10.0,16.0,40.0,37.91,11.0,17.0,430.0,47.5,9.01,,,,,,,,
AKR1C1,Q04828,Aldo-keto reductase family 1 member C1 OS=Homo sapiens GN=AKR1C1 PE=1 SV=1 - [AK1C1_HUMAN],35.6,9.0,3.0,10.0,33.0,143.07,35.6,10.0,17.0,34.18,35.6,10.0,16.0,323.0,36.8,7.88,,,,,,,,
PRMT1,E9PKG1,Protein arginine N-methyltransferase 1 OS=Homo sapiens GN=PRMT1 PE=2 SV=1 - [E9PKG1_HUMAN],34.77,12.0,9.0,10.0,33.0,348.36,31.08,9.0,16.0,54.37,34.77,10.0,17.0,325.0,37.7,6.15,,,,,,,,
EIF2S3,P41091,Eukaryotic translation initiation factor 2 subunit 3 OS=Homo sapiens GN=EIF2S3 PE=1 SV=3 - [IF2G_HUMAN],31.78,5.0,10.0,10.0,33.0,372.09,31.78,10.0,17.0,48.14,31.78,10.0,16.0,472.0,51.1,8.4,,,,,,,,
MYADM,C9JJV6,Myeloid-associated differentiation marker (Fragment) OS=Homo sapiens GN=MYADM PE=2 SV=1 - [C9JJV6_HUMAN],30.61,5.0,4.0,4.0,33.0,929.57,26.53,3.0,15.0,63.15,26.53,3.0,18.0,147.0,15.9,8.65,,,,,,,,
RUNDC3A,Q59EK9-4,Isoform 4 of RUN domain-containing protein 3A OS=Homo sapiens GN=RUNDC3A - [RUN3A_HUMAN],27.47,3.0,1.0,8.0,33.0,484.43,27.47,8.0,16.0,46.63,27.47,8.0,17.0,364.0,41.3,5.67,,,,,,,,
HNRPDL,O14979-3,Isoform 3 of Heterogeneous nuclear ribonucleoprotein D-like OS=Homo sapiens GN=HNRPDL - [HNRDL_HUMAN],26.23,3.0,5.0,8.0,33.0,176.45,26.23,8.0,17.0,32.85,26.23,8.0,16.0,244.0,27.2,8.65,,,,,,,,
POR,P16435,NADPH--cytochrome P450 reductase OS=Homo sapiens GN=POR PE=1 SV=2 - [NCPR_HUMAN],20.24,7.0,12.0,12.0,33.0,180.11,18.61,10.0,17.0,30.87,17.28,10.0,16.0,677.0,76.6,5.58,,,,,,,,
PPP2R5E,B7ZKK9,PPP2R5E protein OS=Homo sapiens GN=PPP2R5E PE=2 SV=1 - [B7ZKK9_HUMAN],19.48,3.0,6.0,7.0,33.0,301.56,19.48,7.0,17.0,47.71,19.48,7.0,16.0,462.0,54.0,6.57,,,,,,,,
PPP3CA,Q08209-2,Isoform 2 of Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA - [PP2BA_HUMAN],19.18,13.0,3.0,9.0,33.0,189.28,19.18,9.0,16.0,24.67,19.18,9.0,17.0,511.0,57.6,6.3,,,,,,,,
MAP7D1,Q3KQU3-4,Isoform 4 of MAP7 domain-containing protein 1 OS=Homo sapiens GN=MAP7D1 - [MA7D1_HUMAN],18.56,7.0,12.0,12.0,33.0,120.28,16.09,11.0,16.0,34.71,18.56,12.0,17.0,808.0,89.4,10.07,,,,,,,,
PDE2A,O00408-4,"Isoform PDE2A4 of cGMP-dependent 3',5'-cyclic phosphodiesterase OS=Homo sapiens GN=PDE2A - [PDE2A_HUMAN]",17.7,14.0,13.0,13.0,33.0,251.99,17.06,12.0,17.0,41.27,17.49,12.0,16.0,932.0,104.9,5.53,,,,,,,,
TTC7B,Q86TV6,Tetratricopeptide repeat protein 7B OS=Homo sapiens GN=TTC7B PE=1 SV=3 - [TTC7B_HUMAN],16.49,8.0,11.0,11.0,33.0,198.49,16.49,11.0,16.0,41.06,16.49,11.0,17.0,843.0,94.1,6.89,,,,,,,,
LARP1,Q6PKG0-3,Isoform 2 of La-related protein 1 OS=Homo sapiens GN=LARP1 - [LARP1_HUMAN],16.09,14.0,12.0,12.0,33.0,186.71,14.23,11.0,16.0,44.82,16.09,12.0,17.0,1019.0,116.4,9.09,,,,,,,,
DHX15,O43143,Putative pre-mRNA-splicing factor ATP-dependent RNA helicase DHX15 OS=Homo sapiens GN=DHX15 PE=1 SV=2 - [DHX15_HUMAN],14.21,3.0,9.0,10.0,33.0,110.73,12.2,9.0,16.0,30.57,14.21,10.0,17.0,795.0,90.9,7.46,,,,,,,,
HDLBP,Q00341,Vigilin OS=Homo sapiens GN=HDLBP PE=1 SV=2 - [VIGLN_HUMAN],13.64,19.0,11.0,11.0,33.0,172.77,12.38,10.0,16.0,48.21,13.64,11.0,17.0,1268.0,141.4,6.87,,,,,,,,
MAPK8IP3,E9PFH7,C-Jun-amino-terminal kinase-interacting protein 3 OS=Homo sapiens GN=MAPK8IP3 PE=2 SV=1 - [E9PFH7_HUMAN],12.56,3.0,12.0,13.0,33.0,133.39,12.03,11.0,14.0,35.32,12.56,13.0,19.0,1330.0,146.6,5.43,,,,,,,,
TNKS1BP1,Q9C0C2,182 kDa tankyrase-1-binding protein OS=Homo sapiens GN=TNKS1BP1 PE=1 SV=4 - [TB182_HUMAN],11.8,4.0,15.0,15.0,33.0,402.74,10.58,14.0,16.0,42.13,11.1,14.0,17.0,1729.0,181.7,4.86,,,,,,,,
HSPG2,P98160,Basement membrane-specific heparan sulfate proteoglycan core protein OS=Homo sapiens GN=HSPG2 PE=1 SV=4 - [PGBM_HUMAN],4.83,4.0,15.0,15.0,33.0,288.73,4.4,14.0,16.0,38.1,4.83,15.0,17.0,4391.0,468.5,6.51,,,,,,,,
HIST1H2AB,P04908,Histone H2A type 1-B/E OS=Homo sapiens GN=HIST1H2AB PE=1 SV=2 - [H2A1B_HUMAN],63.08,14.0,3.0,8.0,32.0,446.99,63.08,8.0,15.0,58.46,63.08,8.0,17.0,130.0,14.1,11.05,,,,,,,,
CFL2,Q9Y281-3,Isoform 3 of Cofilin-2 OS=Homo sapiens GN=CFL2 - [COF2_HUMAN],56.38,2.0,3.0,7.0,32.0,335.05,46.98,6.0,15.0,35.66,56.38,7.0,17.0,149.0,16.9,8.62,,,,,,,,
ETFA,H0YLU7,"Electron transfer flavoprotein subunit alpha, mitochondrial (Fragment) OS=Homo sapiens GN=ETFA PE=2 SV=1 - [H0YLU7_HUMAN]",42.24,8.0,10.0,10.0,32.0,388.6,42.24,10.0,15.0,49.97,42.24,10.0,17.0,303.0,31.7,7.99,,,,,,,,
LIN28A,Q9H9Z2,Protein lin-28 homolog A OS=Homo sapiens GN=LIN28A PE=1 SV=1 - [LN28A_HUMAN],41.63,1.0,6.0,6.0,32.0,350.38,41.63,6.0,16.0,43.11,41.63,6.0,16.0,209.0,22.7,8.07,,,,,,,,
PRPF19,Q9UMS4,Pre-mRNA-processing factor 19 OS=Homo sapiens GN=PRPF19 PE=1 SV=1 - [PRP19_HUMAN],40.87,43.0,12.0,13.0,32.0,317.47,34.92,11.0,16.0,47.01,35.12,10.0,16.0,504.0,55.1,6.61,,,,,,,,
CLTA,P09496-2,Isoform Non-brain of Clathrin light chain A OS=Homo sapiens GN=CLTA - [CLCA_HUMAN],40.37,7.0,8.0,9.0,32.0,176.43,40.37,9.0,16.0,34.27,39.45,8.0,16.0,218.0,23.6,4.53,,,,,,,,
RHOB,P62745,Rho-related GTP-binding protein RhoB OS=Homo sapiens GN=RHOB PE=1 SV=1 - [RHOB_HUMAN],36.22,1.0,9.0,9.0,32.0,112.86,36.22,9.0,16.0,26.25,36.22,9.0,16.0,196.0,22.1,5.24,,,,,,,,
APMAP,Q9HDC9,Adipocyte plasma membrane-associated protein OS=Homo sapiens GN=APMAP PE=1 SV=2 - [APMAP_HUMAN],32.21,3.0,9.0,9.0,32.0,137.21,32.21,9.0,16.0,43.93,32.21,9.0,16.0,416.0,46.5,6.16,,,,,,,,
DBNL,Q9UJU6,Drebrin-like protein OS=Homo sapiens GN=DBNL PE=1 SV=1 - [DBNL_HUMAN],31.16,16.0,10.0,10.0,32.0,390.64,31.16,10.0,16.0,54.07,31.16,10.0,16.0,430.0,48.2,5.05,,,,,,,,
