NGN2-Converted hiPSC Neurons Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
PPP1CA,P62136,Serine/threonine-protein phosphatase PP1-alpha catalytic subunit OS=Homo sapiens GN=PPP1CA PE=1 SV=1 - [PP1A_HUMAN],51.52,9,5,19,78,904.68,48.48,18,37,108.74,50.91,18,41,330,37.5,6.33,,,,,,,,
DDX39B,Q13838,Spliceosome RNA helicase DDX39B OS=Homo sapiens GN=DDX39B PE=1 SV=1 - [DX39B_HUMAN],50.7,30,17,17,78,589.14,50.47,16,39,104.18,50.7,17,39,428,49,5.67,,,,,,,,
QARS,P47897,Glutamine--tRNA ligase OS=Homo sapiens GN=QARS PE=1 SV=1 - [SYQ_HUMAN],39.23,6,25,25,78,381.24,37.16,23,40,92.14,37.94,24,38,775,87.7,7.15,,,,,,,,
TRIM28,Q13263,Transcription intermediary factor 1-beta OS=Homo sapiens GN=TRIM28 PE=1 SV=5 - [TIF1B_HUMAN],31.5,5,17,17,78,824.38,30.9,16,37,112.16,31.5,17,41,835,88.5,5.77,,,,,,,,
FMNL2,Q96PY5,Formin-like protein 2 OS=Homo sapiens GN=FMNL2 PE=1 SV=3 - [FMNL2_HUMAN],23.57,10,22,22,78,509.16,21.73,21,38,78.53,23.57,22,40,1086,123.2,7.4,,,,,,,,
ATP2B2,H0Y7S3,Plasma membrane calcium-transporting ATPase 4 (Fragment) OS=Homo sapiens GN=ATP2B2 PE=2 SV=1 - [H0Y7S3_HUMAN],19.11,12,4,18,78,1011.54,18.38,17,39,110.5,19.11,18,39,1099,121.2,6.01,,,,,,,,
LRP1,Q07954,Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens GN=LRP1 PE=1 SV=2 - [LRP1_HUMAN],7.48,2,25,26,78,729.33,7.17,25,39,94.98,7.33,25,39,4544,504.3,5.39,,,,,,,,
PCBP2,Q15366-6,Isoform 6 of Poly(rC)-binding protein 2 OS=Homo sapiens GN=PCBP2 - [PCBP2_HUMAN],68.14,18,5,13,77,923.61,59.56,12,37,122.39,68.14,13,40,361,38.1,6.79,,,,,,,,
IRGQ,Q8WZA9,Immunity-related GTPase family Q protein OS=Homo sapiens GN=IRGQ PE=1 SV=1 - [IRGQ_HUMAN],28.41,2,15,15,77,560.12,26.81,14,42,95.97,25.36,14,35,623,62.7,4.88,,,,,,,,
XPO1,O14980,Exportin-1 OS=Homo sapiens GN=XPO1 PE=1 SV=1 - [XPO1_HUMAN],25.96,10,22,22,77,551.97,20.17,18,36,94.26,25.96,22,41,1071,123.3,6.06,,,,,,,,
ATP8A1,Q9Y2Q0-3,Isoform 3 of Probable phospholipid-transporting ATPase IA OS=Homo sapiens GN=ATP8A1 - [AT8A1_HUMAN],23.85,3,1,22,77,547.17,21.32,21,38,101.56,23.24,21,39,1149,129.6,7.33,,,,,,,,
CCDC88A,Q3V6T2-2,Isoform 2 of Girdin OS=Homo sapiens GN=CCDC88A - [GRDN_HUMAN],19.42,10,26,26,77,674.79,16.55,22,36,92.8,19.42,25,41,1843,212.5,5.97,,,,,,,,
PRKAR2A,Q9BUB1,PRKAR2A protein OS=Homo sapiens GN=PRKAR2A PE=2 SV=1 - [Q9BUB1_HUMAN],49.21,5,14,17,76,940.7,49.21,17,39,115.92,49.21,17,37,382,43,5.08,,,,,,,,
MPRIP,Q6WCQ1-2,Isoform 2 of Myosin phosphatase Rho-interacting protein OS=Homo sapiens GN=MPRIP - [MPRIP_HUMAN],32.95,9,1,25,76,647.17,30.73,22,36,95.57,31.98,24,40,1038,118,6.39,,,,,,,,
MATR3,P43243,Matrin-3 OS=Homo sapiens GN=MATR3 PE=1 SV=2 - [MATR3_HUMAN],28.34,19,17,17,76,392.58,25.97,15,39,59.86,27.27,16,37,847,94.6,6.25,,,,,,,,
DDX3Y,B4DXX7,Uncharacterized protein OS=Homo sapiens GN=DDX3Y PE=2 SV=1 - [B4DXX7_HUMAN],27.55,12,1,17,76,697.65,27.55,17,38,94.11,26.48,16,38,657,72.9,8.21,,,,,,,,
NNT,Q13423,"NAD(P) transhydrogenase, mitochondrial OS=Homo sapiens GN=NNT PE=1 SV=3 - [NNTM_HUMAN]",27.35,6,22,22,76,663.41,24.31,20,36,105.13,27.35,22,40,1086,113.8,8.09,,,,,,,,
MDGA1,Q8NFP4,MAM domain-containing glycosylphosphatidylinositol anchor protein 1 OS=Homo sapiens GN=MDGA1 PE=1 SV=1 - [MDGA1_HUMAN],26.39,6,20,20,76,471.03,23.14,17,35,109.79,26.39,20,41,955,105.7,8.34,,,,,,,,
KRT17,Q04695,"Keratin, type I cytoskeletal 17 OS=Homo sapiens GN=KRT17 PE=1 SV=2 - [K1C17_HUMAN]",26.16,18,3,14,76,578.08,26.16,14,37,78.33,26.16,14,39,432,48.1,5.02,,,,,,,,
SEPT2,Q15019,Septin-2 OS=Homo sapiens GN=SEPT2 PE=1 SV=1 - [SEPT2_HUMAN],68.7,18,19,19,75,607.97,54.85,17,35,118.63,65.65,18,40,361,41.5,6.6,,,,,,,,
PGAM1,P18669,Phosphoglycerate mutase 1 OS=Homo sapiens GN=PGAM1 PE=1 SV=2 - [PGAM1_HUMAN],57.87,3,15,15,75,859.57,57.87,15,37,121.05,57.48,13,38,254,28.8,7.18,,,,,,,,
SEPT9,Q9UHD8-7,Isoform 7 of Septin-9 OS=Homo sapiens GN=SEPT9 - [SEPT9_HUMAN],54.32,28,22,22,75,497.16,43.92,18,34,93.73,54.32,22,41,567,63.5,8.66,,,,,,,,
ATP6V1H,Q9UI12-2,Isoform 2 of V-type proton ATPase subunit H OS=Homo sapiens GN=ATP6V1H - [VATH_HUMAN],52.26,8,20,20,75,600.47,50.11,18,37,96.55,49.89,19,38,465,54.1,6.48,,,,,,,,
PPP1CC,P36873,Serine/threonine-protein phosphatase PP1-gamma catalytic subunit OS=Homo sapiens GN=PPP1CC PE=1 SV=1 - [PP1G_HUMAN],44.27,12,2,16,75,886.07,44.27,16,35,100.36,44.27,16,40,323,37,6.54,,,,,,,,
MPRIP,Q6WCQ1-3,Isoform 3 of Myosin phosphatase Rho-interacting protein OS=Homo sapiens GN=MPRIP - [MPRIP_HUMAN],33.7,9,1,25,75,638.08,30.5,21,35,93.63,32.7,24,40,1000,114,6.35,,,,,,,,
ATP8A1,Q9Y2Q0-2,Isoform 2 of Probable phospholipid-transporting ATPase IA OS=Homo sapiens GN=ATP8A1 - [AT8A1_HUMAN],23.67,4,1,22,75,515.68,21.15,21,37,96.8,23.06,21,38,1149,129.5,7.25,,,,,,,,
CTNND2,Q9UQB3,Catenin delta-2 OS=Homo sapiens GN=CTNND2 PE=1 SV=3 - [CTND2_HUMAN],21.31,10,15,19,75,841.04,21.31,19,38,92.85,21.31,19,37,1225,132.6,7.74,,,,,,,,
ACTN4,K7EJH8,Alpha-actinin-4 (Fragment) OS=Homo sapiens GN=ACTN4 PE=4 SV=1 - [K7EJH8_HUMAN],74.18,1,2,15,74,701.3,74.18,15,37,109.98,70.88,14,37,182,21.4,6.7,,,,,,,,
HNRNPA1,P09651-3,Isoform 2 of Heterogeneous nuclear ribonucleoprotein A1 OS=Homo sapiens GN=HNRNPA1 - [ROA1_HUMAN],68.54,10,14,17,74,744.35,68.54,15,34,96.41,68.54,17,40,267,29.4,9.14,,,,,,,,
DCTN2,Q13561,Dynactin subunit 2 OS=Homo sapiens GN=DCTN2 PE=1 SV=4 - [DCTN2_HUMAN],56.36,12,19,19,74,880.19,56.36,19,38,109.75,56.11,18,36,401,44.2,5.21,,,,,,,,
SLC25A3,Q00325-2,"Isoform B of Phosphate carrier protein, mitochondrial OS=Homo sapiens GN=SLC25A3 - [MPCP_HUMAN]",46.26,6,19,19,74,415.97,44.04,18,36,84.49,46.26,19,38,361,39.9,9.36,,,,,,,,
HSD17B4,P51659,Peroxisomal multifunctional enzyme type 2 OS=Homo sapiens GN=HSD17B4 PE=1 SV=3 - [DHB4_HUMAN],41.17,8,21,21,74,827.98,38.86,20,37,112.85,41.17,21,37,736,79.6,8.84,,,,,,,,
KRT7,P08729,"Keratin, type II cytoskeletal 7 OS=Homo sapiens GN=KRT7 PE=1 SV=5 - [K2C7_HUMAN]",39.02,11,11,17,74,564,39.02,17,36,84.86,39.02,17,38,469,51.4,5.48,,,,,,,,
PRDX2,P32119,Peroxiredoxin-2 OS=Homo sapiens GN=PRDX2 PE=1 SV=5 - [PRDX2_HUMAN],36.36,3,12,13,74,570.53,36.36,13,37,100.09,36.36,12,37,198,21.9,5.97,,,,,,,,
HNRNPH2,P55795,Heterogeneous nuclear ribonucleoprotein H2 OS=Homo sapiens GN=HNRNPH2 PE=1 SV=1 - [HNRH2_HUMAN],28.29,3,3,11,74,898.51,25.61,9,35,102.37,28.29,11,39,449,49.2,6.3,,,,,,,,
GART,P22102,Trifunctional purine biosynthetic protein adenosine-3 OS=Homo sapiens GN=GART PE=1 SV=1 - [PUR2_HUMAN],26.73,10,17,17,74,590.05,23.37,15,36,103.78,26.73,17,38,1010,107.7,6.7,,,,,,,,
PRPF8,Q6P2Q9,Pre-mRNA-processing-splicing factor 8 OS=Homo sapiens GN=PRPF8 PE=1 SV=2 - [PRP8_HUMAN],13.1,4,26,26,74,422.03,12.21,25,36,70.38,13.1,26,38,2335,273.4,8.84,,,,,,,,
G6PD,P11413,Glucose-6-phosphate 1-dehydrogenase OS=Homo sapiens GN=G6PD PE=1 SV=4 - [G6PD_HUMAN],48.35,6,22,22,73,448.4,43.3,19,34,81.41,48.35,22,39,515,59.2,6.84,,,,,,,,
ARHGAP35,Q9NRY4,Rho GTPase-activating protein 35 OS=Homo sapiens GN=ARHGAP35 PE=1 SV=3 - [RHG35_HUMAN],25.95,1,29,30,73,261.23,23.35,26,34,84.74,25.62,29,39,1499,170.4,6.64,,,,,,,,
SBF1,O95248,Myotubularin-related protein 5 OS=Homo sapiens GN=SBF1 PE=1 SV=3 - [MTMR5_HUMAN],19.28,4,25,26,73,505.71,17.68,22,35,82.3,18.91,25,38,1867,208.2,6.9,,,,,,,,
DMXL2,Q8TDJ6,DmX-like protein 2 OS=Homo sapiens GN=DMXL2 PE=1 SV=2 - [DMXL2_HUMAN],13.01,5,28,28,73,545.4,10.34,23,33,90.31,12.71,27,40,3036,339.4,6.38,,,,,,,,
MAPRE2,Q15555-4,Isoform 4 of Microtubule-associated protein RP/EB family member 2 OS=Homo sapiens GN=MAPRE2 - [MARE2_HUMAN],54.01,9,13,15,72,497.59,54.01,14,35,115.08,47.45,14,37,274,30.7,5.81,,,,,,,,
HNRNPK,Q5T6W1,Heterogeneous nuclear ribonucleoprotein K OS=Homo sapiens GN=HNRNPK PE=2 SV=1 - [Q5T6W1_HUMAN],52.29,1,1,15,72,671.02,43.79,13,34,90.09,52.29,15,38,306,34,5.78,,,,,,,,
PSMC4,P43686,26S protease regulatory subunit 6B OS=Homo sapiens GN=PSMC4 PE=1 SV=2 - [PRS6B_HUMAN],49.76,2,20,21,72,606.65,44.26,19,34,96.04,49.76,21,38,418,47.3,5.21,,,,,,,,
YWHAH,Q04917,14-3-3 protein eta OS=Homo sapiens GN=YWHAH PE=1 SV=4 - [1433F_HUMAN],45.53,6,9,13,72,593.57,41.46,12,36,102.75,45.53,13,36,246,28.2,4.84,,,,,,,,
CNTFR,P26992,Ciliary neurotrophic factor receptor subunit alpha OS=Homo sapiens GN=CNTFR PE=1 SV=2 - [CNTFR_HUMAN],36.02,2,9,9,72,309.8,28.23,8,34,85.07,36.02,9,38,372,40.6,6.76,,,,,,,,
RAP1GDS1,P52306-2,Isoform 2 of Rap1 GTPase-GDP dissociation stimulator 1 OS=Homo sapiens GN=RAP1GDS1 - [GDS1_HUMAN],30.65,11,1,14,72,586.25,30.65,14,36,101.58,30.65,14,36,558,61,5.44,,,,,,,,
ROBO2,Q9HCK4,Roundabout homolog 2 OS=Homo sapiens GN=ROBO2 PE=1 SV=2 - [ROBO2_HUMAN],22.64,8,21,22,72,661.48,22.06,21,37,100.25,19.67,19,35,1378,151.1,6.33,,,,,,,,
CYFIP1,Q7L576,Cytoplasmic FMR1-interacting protein 1 OS=Homo sapiens GN=CYFIP1 PE=1 SV=1 - [CYFP1_HUMAN],17.56,10,7,20,72,630.94,16.04,18,35,85.72,17.56,20,37,1253,145.1,6.9,,,,,,,,
ALDOA,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],67.03,12,17,19,71,791.9,65.11,18,37,101.57,63.74,18,34,364,39.4,8.09,,,,,,,,
CLIC1,O00299,Chloride intracellular channel protein 1 OS=Homo sapiens GN=CLIC1 PE=1 SV=4 - [CLIC1_HUMAN],63.07,1,16,16,71,1165.34,63.07,15,34,123.09,63.07,16,37,241,26.9,5.17,,,,,,,,
RNH1,P13489,Ribonuclease inhibitor OS=Homo sapiens GN=RNH1 PE=1 SV=2 - [RINI_HUMAN],57.05,10,18,18,71,1198.32,57.05,18,35,115.77,57.05,18,36,461,49.9,4.82,,,,,,,,
GDI2,P50395,Rab GDP dissociation inhibitor beta OS=Homo sapiens GN=GDI2 PE=1 SV=2 - [GDIB_HUMAN],55.51,7,14,22,71,665.01,47.64,20,33,106.23,55.51,22,38,445,50.6,6.47,,,,,,,,
PPP1CB,P62140,Serine/threonine-protein phosphatase PP1-beta catalytic subunit OS=Homo sapiens GN=PPP1CB PE=1 SV=3 - [PP1B_HUMAN],40.37,6,3,15,71,806.37,40.37,15,34,93.27,36.7,14,37,327,37.2,6.19,,,,,,,,
CAMK2G,Q13555-6,Isoform 6 of Calcium/calmodulin-dependent protein kinase type II subunit gamma OS=Homo sapiens GN=CAMK2G - [KCC2G_HUMAN],35.54,12,1,14,71,847.54,35.54,14,36,109.92,35.54,14,35,588,65.2,7.94,,,,,,,,
DNAJC13,O75165,DnaJ homolog subfamily C member 13 OS=Homo sapiens GN=DNAJC13 PE=1 SV=5 - [DJC13_HUMAN],12.75,3,22,22,71,873.48,12.26,21,36,100.53,12.48,21,35,2243,254.3,6.74,,,,,,,,
RPS3A,P61247,40S ribosomal protein S3a OS=Homo sapiens GN=RPS3A PE=1 SV=2 - [RS3A_HUMAN],59.09,13,18,18,70,595.84,59.09,17,34,83.62,59.09,18,36,264,29.9,9.73,,,,,,,,
SEPT5,Q99719,Septin-5 OS=Homo sapiens GN=SEPT5 PE=1 SV=1 - [SEPT5_HUMAN],41.46,17,16,16,70,538.35,41.19,15,34,106.26,41.46,16,36,369,42.7,6.67,,,,,,,,
CLIP2,Q9UDT6,CAP-Gly domain-containing linker protein 2 OS=Homo sapiens GN=CLIP2 PE=1 SV=1 - [CLIP2_HUMAN],25.24,3,20,20,70,472.73,25.24,19,35,83.17,24.28,19,35,1046,115.8,6.73,,,,,,,,
RPS4X,P62701,"40S ribosomal protein S4, X isoform OS=Homo sapiens GN=RPS4X PE=1 SV=2 - [RS4X_HUMAN]",58.56,6,17,17,69,526.09,58.56,17,35,80,56.27,16,34,263,29.6,10.15,,,,,,,,
FKBP4,Q02790,Peptidyl-prolyl cis-trans isomerase FKBP4 OS=Homo sapiens GN=FKBP4 PE=1 SV=3 - [FKBP4_HUMAN],47.06,4,17,17,69,727.68,47.06,17,34,100.82,47.06,17,35,459,51.8,5.43,,,,,,,,
CAMK2G,Q5SWX3,"Calcium/calmodulin-dependent protein kinase (CaM kinase) II gamma, isoform CRA_n OS=Homo sapiens GN=CAMK2G PE=4 SV=1 - [Q5SWX3_HUMAN]",39.92,12,1,14,69,765.94,39.92,14,35,103.34,39.92,14,34,516,57.8,7.3,,,,,,,,
HNRNPD,Q14103-3,Isoform 3 of Heterogeneous nuclear ribonucleoprotein D0 OS=Homo sapiens GN=HNRNPD - [HNRPD_HUMAN],35.95,12,11,14,69,438.93,35.95,14,35,71.13,35.95,14,34,306,32.8,8.16,,,,,,,,
ATP5C1,P36542,"ATP synthase subunit gamma, mitochondrial OS=Homo sapiens GN=ATP5C1 PE=1 SV=1 - [ATPG_HUMAN]",34.56,3,13,13,69,481.88,34.56,12,35,87.24,34.56,13,34,298,33,9.22,,,,,,,,
VCL,P18206-2,Isoform 1 of Vinculin OS=Homo sapiens GN=VCL - [VINC_HUMAN],27.2,5,21,21,69,678.07,23.92,19,33,99.37,25.89,20,36,1066,116.6,6.09,,,,,,,,
PLXNA3,P51805,Plexin-A3 OS=Homo sapiens GN=PLXNA3 PE=1 SV=2 - [PLXA3_HUMAN],16.03,1,13,22,69,427.07,15.13,20,35,78.25,15.07,20,34,1871,207.6,7.31,,,,,,,,
MYH14,Q7Z406,Myosin-14 OS=Homo sapiens GN=MYH14 PE=1 SV=2 - [MYH14_HUMAN],6.87,9,2,16,69,765.48,6.87,16,35,91.11,6.82,15,34,1995,227.7,5.6,,,,,,,,
ACAT2,Q9BWD1,"Acetyl-CoA acetyltransferase, cytosolic OS=Homo sapiens GN=ACAT2 PE=1 SV=2 - [THIC_HUMAN]",64.99,2,16,16,68,651.67,64.99,15,34,106.69,63.73,15,34,397,41.3,6.92,,,,,,,,
CSNK2A1,E7EU96,Casein kinase II subunit alpha OS=Homo sapiens GN=CSNK2A1 PE=2 SV=1 - [E7EU96_HUMAN],61.3,4,16,18,68,583.02,61.3,17,34,84.2,61.3,18,34,385,45.3,7.94,,,,,,,,
RUVBL1,Q9Y265,RuvB-like 1 OS=Homo sapiens GN=RUVBL1 PE=1 SV=1 - [RUVB1_HUMAN],57.24,6,20,20,68,806,57.02,19,33,121.14,57.24,19,35,456,50.2,6.42,,,,,,,,
PSMC5,P62195-2,Isoform 2 of 26S protease regulatory subunit 8 OS=Homo sapiens GN=PSMC5 - [PRS8_HUMAN],55.28,9,16,18,68,642.89,54.52,17,33,89.65,55.28,18,35,398,44.8,8.18,,,,,,,,
PAICS,E9PBS1,Phosphoribosylaminoimidazole carboxylase (Fragment) OS=Homo sapiens GN=PAICS PE=2 SV=1 - [E9PBS1_HUMAN],44.31,4,16,16,68,614.01,44.31,15,34,87.22,44.31,16,34,413,45.6,6.68,,,,,,,,
SARS,P49591,"Serine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=SARS PE=1 SV=3 - [SYSC_HUMAN]",42.41,2,19,19,68,587.57,39.49,18,38,85.42,39.3,15,30,514,58.7,6.43,,,,,,,,
CAMK2B,Q13554-4,Isoform 3 of Calcium/calmodulin-dependent protein kinase type II subunit beta OS=Homo sapiens GN=CAMK2B - [KCC2B_HUMAN],41.34,17,7,15,68,696.59,38.2,14,33,100.33,41.34,15,35,479,54,7.15,,,,,,,,
RET,P07949-2,Isoform 2 of Proto-oncogene tyrosine-protein kinase receptor Ret OS=Homo sapiens GN=RET - [RET_HUMAN],25.93,3,23,23,68,494.12,24.44,20,33,82.07,25.93,23,35,1072,119.8,6.93,,,,,,,,
HIST2H2BF,Q5QNW6,Histone H2B type 2-F OS=Homo sapiens GN=HIST2H2BF PE=1 SV=3 - [H2B2F_HUMAN],77.78,10,4,13,67,685.81,77.78,12,34,81.11,69.05,12,33,126,13.9,10.32,,,,,,,,
PSMC1,P62191,26S protease regulatory subunit 4 OS=Homo sapiens GN=PSMC1 PE=1 SV=1 - [PRS4_HUMAN],55.91,3,19,21,67,522.66,52.95,18,33,79.23,55.91,21,34,440,49.2,6.21,,,,,,,,
FLOT1,O75955,Flotillin-1 OS=Homo sapiens GN=FLOT1 PE=1 SV=3 - [FLOT1_HUMAN],46.37,19,17,17,67,686.76,46.37,17,34,91.66,46.37,17,33,427,47.3,7.49,,,,,,,,
ALCAM,Q13740-2,Isoform 2 of CD166 antigen OS=Homo sapiens GN=ALCAM - [CD166_HUMAN],44.74,5,16,16,67,600.15,44.74,16,32,76.38,44.74,16,35,570,63.6,7.3,,,,,,,,
PSMD12,O00232,26S proteasome non-ATPase regulatory subunit 12 OS=Homo sapiens GN=PSMD12 PE=1 SV=3 - [PSD12_HUMAN],43.86,3,20,21,67,484.76,40.79,19,32,93.66,39.91,20,35,456,52.9,7.65,,,,,,,,
YES1,P07947,Tyrosine-protein kinase Yes OS=Homo sapiens GN=YES1 PE=1 SV=3 - [YES_HUMAN],33.33,95,5,16,67,559.31,31.86,15,35,85.55,32.04,15,32,543,60.8,6.74,,,,,,,,
TMEFF1,Q8IYR6,Tomoregulin-1 OS=Homo sapiens GN=TMEFF1 PE=1 SV=1 - [TEFF1_HUMAN],30,3,13,13,67,469.74,30,12,31,65.42,30,13,36,380,40.9,6.68,,,,,,,,
USO1,O60763,General vesicular transport factor p115 OS=Homo sapiens GN=USO1 PE=1 SV=2 - [USO1_HUMAN],27.44,6,18,18,67,599.89,27.44,18,34,76.16,27.44,18,33,962,107.8,4.91,,,,,,,,
HNRNPR,O43390,Heterogeneous nuclear ribonucleoprotein R OS=Homo sapiens GN=HNRNPR PE=1 SV=1 - [HNRPR_HUMAN],24.8,4,8,13,67,507.42,19.59,11,32,80.82,24.8,13,35,633,70.9,8.13,,,,,,,,
PTPRF,H0Y4H1,Receptor-type tyrosine-protein phosphatase F (Fragment) OS=Homo sapiens GN=PTPRF PE=4 SV=1 - [H0Y4H1_HUMAN],18.98,7,9,16,67,735.38,18.98,16,33,96.41,18.98,16,34,1291,145.6,6.52,,,,,,,,
CFL1,G3V1A4,"Cofilin 1 (Non-muscle), isoform CRA_a OS=Homo sapiens GN=CFL1 PE=4 SV=1 - [G3V1A4_HUMAN]",82.55,7,9,13,66,757.99,82.55,13,32,94.33,82.55,13,34,149,16.8,8.35,,,,,,,,
VGF,O15240,Neurosecretory protein VGF OS=Homo sapiens GN=VGF PE=1 SV=2 - [VGF_HUMAN],34.15,1,16,16,66,418.54,34.15,16,34,73.67,34.15,16,32,615,67.2,4.78,,,,,,,,
RPL3,P39023,60S ribosomal protein L3 OS=Homo sapiens GN=RPL3 PE=1 SV=2 - [RL3_HUMAN],29.28,7,11,11,66,773,29.28,11,33,87.24,29.28,11,33,403,46.1,10.18,,,,,,,,
DDB1,Q16531,DNA damage-binding protein 1 OS=Homo sapiens GN=DDB1 PE=1 SV=1 - [DDB1_HUMAN],22.98,17,21,21,66,406.7,21.32,19,33,67.1,22.98,21,33,1140,126.9,5.26,,,,,,,,
AP3D1,O14617,AP-3 complex subunit delta-1 OS=Homo sapiens GN=AP3D1 PE=1 SV=1 - [AP3D1_HUMAN],19.6,9,19,19,66,638.94,17.26,17,32,82.61,18.56,18,34,1153,130.1,8.48,,,,,,,,
CAPZA1,P52907,F-actin-capping protein subunit alpha-1 OS=Homo sapiens GN=CAPZA1 PE=1 SV=3 - [CAZA1_HUMAN],58.39,1,11,14,65,947.79,56.29,13,32,120.9,58.39,14,33,286,32.9,5.69,,,,,,,,
PPP2R5D,Q14738-2,Isoform Delta-2 of Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform OS=Homo sapiens GN=PPP2R5D - [2A5D_HUMAN],29.3,8,10,14,65,230.66,29.3,14,35,55.69,25.09,12,30,570,66.1,7.56,,,,,,,,
EIF4G2,D3DQV9,Eukaryotic translation initiation factor 4 gamma 2 (Fragment) OS=Homo sapiens GN=EIF4G2 PE=4 SV=1 - [D3DQV9_HUMAN],27.23,9,19,19,65,383.62,25.91,18,31,71.53,26.35,18,34,907,102.3,7.14,,,,,,,,
PPFIA3,O75145-2,Isoform 2 of Liprin-alpha-3 OS=Homo sapiens GN=PPFIA3 - [LIPA3_HUMAN],26.24,4,20,23,65,451.31,22.62,20,30,82.34,26.24,22,35,1185,132.3,5.74,,,,,,,,
EXOC4,Q96A65,Exocyst complex component 4 OS=Homo sapiens GN=EXOC4 PE=1 SV=1 - [EXOC4_HUMAN],25.26,5,19,19,65,477.37,24.02,18,32,67.56,25.26,19,33,974,110.4,6.49,,,,,,,,
MAP1S,B4DH53,MAP1S light chain OS=Homo sapiens GN=MAP1S PE=2 SV=1 - [B4DH53_HUMAN],22.17,7,16,16,65,476.71,15.39,12,31,71.43,19.75,14,34,1033,109.7,7.65,,,,,,,,
HIST1H2BO,P23527,Histone H2B type 1-O OS=Homo sapiens GN=HIST1H2BO PE=1 SV=3 - [H2B1O_HUMAN],77.78,7,0,12,64,658.81,77.78,11,32,81.25,69.05,11,32,126,13.9,10.32,,,,,,,,
ELAVL3,Q14576,ELAV-like protein 3 OS=Homo sapiens GN=ELAVL3 PE=1 SV=3 - [ELAV3_HUMAN],49.05,2,7,15,64,560.39,49.05,15,32,93.09,48.23,14,32,367,39.5,9.28,,,,,,,,
GLUD1,P00367,"Glutamate dehydrogenase 1, mitochondrial OS=Homo sapiens GN=GLUD1 PE=1 SV=2 - [DHE3_HUMAN]",38.35,4,17,17,64,668.41,38.35,17,32,98.53,38.35,17,32,558,61.4,7.8,,,,,,,,
LRRC47,Q8N1G4,Leucine-rich repeat-containing protein 47 OS=Homo sapiens GN=LRRC47 PE=1 SV=1 - [LRC47_HUMAN],35.68,1,13,13,64,603.09,35.68,13,32,94.61,35.68,13,32,583,63.4,8.28,,,,,,,,
NARS,O43776,"Asparagine--tRNA ligase, cytoplasmic OS=Homo sapiens GN=NARS PE=1 SV=1 - [SYNC_HUMAN]",35.58,8,18,18,64,635.58,29.93,16,31,100.06,35.58,18,33,548,62.9,6.25,,,,,,,,
SYNCRIP,O60506-2,Isoform 2 of Heterogeneous nuclear ribonucleoprotein Q OS=Homo sapiens GN=SYNCRIP - [HNRPQ_HUMAN],33.67,6,10,15,64,539.53,28.91,12,29,79.02,33.67,15,35,588,65.6,8.6,,,,,,,,
COPB2,B4DZI8,"Coatomer protein complex, subunit beta 2 (Beta prime), isoform CRA_b OS=Homo sapiens GN=COPB2 PE=2 SV=1 - [B4DZI8_HUMAN]",32.84,9,21,21,64,509.51,27.82,18,29,87.77,32.84,21,35,877,99,5.16,,,,,,,,
EPB41,P11171-2,Isoform 2 of Protein 4.1 OS=Homo sapiens GN=EPB41 - [41_HUMAN],26.23,8,16,18,64,395.04,26.23,17,31,68.61,26.23,17,33,831,93.2,5.53,,,,,,,,
MAP4K4,O95819-3,Isoform 3 of Mitogen-activated protein kinase kinase kinase kinase 4 OS=Homo sapiens GN=MAP4K4 - [M4K4_HUMAN],20.92,23,14,22,64,255.69,19.11,20,31,52.27,20.7,21,33,1319,150.8,7.42,,,,,,,,
ATP5O,P48047,"ATP synthase subunit O, mitochondrial OS=Homo sapiens GN=ATP5O PE=1 SV=1 - [ATPO_HUMAN]",78.87,4,17,17,63,429.3,78.87,16,30,79.49,78.87,17,33,213,23.3,9.96,,,,,,,,
PSMD6,Q15008,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1 - [PSMD6_HUMAN],42.42,7,15,15,63,397.96,39.33,14,32,90.11,38.05,14,31,389,45.5,5.62,,,,,,,,
ARVCF,C9JJX6,Armadillo repeat protein deleted in velo-cardio-facial syndrome OS=Homo sapiens GN=ARVCF PE=2 SV=1 - [C9JJX6_HUMAN],30.46,4,17,17,63,751.32,29.68,15,30,92.09,30.46,17,33,893,96.8,7.05,,,,,,,,
FAM171A2,A8MVW0,Protein FAM171A2 OS=Homo sapiens GN=FAM171A2 PE=1 SV=1 - [F1712_HUMAN],28.45,2,15,16,63,639.59,28.33,15,32,83.74,28.45,16,31,826,87.4,8.05,,,,,,,,
