Fetal Human Brain Synapse Proteomics Screen,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,
Gene Symbol,Accession,Description,ΣCoverage,Σ# Proteins,Σ# Unique Peptides,Σ# Peptides,Σ# PSMs,Score A2,Coverage A2,# Peptides A2,# PSM A2,Score A4,Coverage A4,# Peptides A4,# PSM A4,# AAs,MW [kDa],calc. pI,,,,,,,,
PRKACA,P17612,cAMP-dependent protein kinase catalytic subunit alpha OS=Homo sapiens GN=PRKACA PE=1 SV=2 - [KAPCA_HUMAN],19.37,4,3,7,21,62.92,15.38,6,10,6.01,19.37,7,11,351,40.6,8.79,,,,,,,,
RPS3,P23396,40S ribosomal protein S3 OS=Homo sapiens GN=RPS3 PE=1 SV=2 - [RS3_HUMAN],25.1,13,6,6,21,140.43,25.1,6,10,16.52,25.1,6,11,243,26.7,9.66,,,,,,,,
KHDRBS1,Q07666,"KH domain-containing, RNA-binding, signal transduction-associated protein 1 OS=Homo sapiens GN=KHDRBS1 PE=1 SV=1 - [KHDR1_HUMAN]",20.99,4,6,6,21,89.03,20.09,5,10,8.39,20.99,6,11,443,48.2,8.66,,,,,,,,
KPNB1,Q14974,Importin subunit beta-1 OS=Homo sapiens GN=KPNB1 PE=1 SV=2 - [IMB1_HUMAN],9.47,5,6,6,21,299.69,9.47,6,11,19.26,9.47,6,10,876,97.1,4.78,,,,,,,,
PSMD6,Q15008,26S proteasome non-ATPase regulatory subunit 6 OS=Homo sapiens GN=PSMD6 PE=1 SV=1 - [PSMD6_HUMAN],27.76,7,8,8,21,238.38,27.76,8,11,21.68,23.39,7,10,389,45.5,5.62,,,,,,,,
CCDC88A,Q3V6T2-5,Isoform 5 of Girdin OS=Homo sapiens GN=CCDC88A - [GRDN_HUMAN],8.3,10,10,10,21,195.78,6.96,8,10,13.03,7.68,9,11,1796,207.7,5.97,,,,,,,,
SORBS1,Q9BX66-4,Isoform 4 of Sorbin and SH3 domain-containing protein 1 OS=Homo sapiens GN=SORBS1 - [SRBS1_HUMAN],19.44,11,2,10,21,142.12,16.23,8,10,11.76,16.67,8,11,684,76.5,7.27,,,,,,,,
STXBP1,P61764,Syntaxin-binding protein 1 OS=Homo sapiens GN=STXBP1 PE=1 SV=1 - [STXB1_HUMAN],17.34,2,8,8,20,212.85,14.31,7,10,18.72,17.34,8,10,594,67.5,6.96,,,,,,,,
PSMC6,P62333,26S protease regulatory subunit 10B OS=Homo sapiens GN=PSMC6 PE=1 SV=1 - [PRS10_HUMAN],18.77,6,7,7,20,107.24,18.77,7,10,11.24,18.77,7,10,389,44.1,7.49,,,,,,,,
RPS3A,D6RB09,40S ribosomal protein S3a (Fragment) OS=Homo sapiens GN=RPS3A PE=2 SV=1 - [D6RB09_HUMAN],40.72,13,6,6,20,149.52,36.08,5,9,9.91,40.72,6,11,194,22.6,9.76,,,,,,,,
TMOD2,G5EA42,"Tropomodulin 2 (Neuronal), isoform CRA_a OS=Homo sapiens GN=TMOD2 PE=4 SV=1 - [G5EA42_HUMAN]",18.89,3,4,4,20,222.18,18.89,4,10,14.13,18.89,4,10,307,34.5,6.86,,,,,,,,
LDHB,P07195,L-lactate dehydrogenase B chain OS=Homo sapiens GN=LDHB PE=1 SV=2 - [LDHB_HUMAN],22.46,10,5,6,20,256.64,22.46,6,11,19.1,19.76,5,9,334,36.6,6.05,,,,,,,,
MARCKSL1,P49006,MARCKS-related protein OS=Homo sapiens GN=MARCKSL1 PE=1 SV=2 - [MRP_HUMAN],52.82,1,5,5,20,405.22,52.82,5,11,21.41,49.23,4,9,195,19.5,4.67,,,,,,,,
GNAQ,P50148,Guanine nucleotide-binding protein G(q) subunit alpha OS=Homo sapiens GN=GNAQ PE=1 SV=4 - [GNAQ_HUMAN],24.51,3,6,7,20,169.63,24.51,7,10,11.33,24.51,7,10,359,42.1,5.68,,,,,,,,
PSMC5,P62195-2,Isoform 2 of 26S protease regulatory subunit 8 OS=Homo sapiens GN=PSMC5 - [PRS8_HUMAN],23.37,11,6,7,20,88.13,22.61,6,11,8.19,14.82,5,9,398,44.8,8.18,,,,,,,,
LRP1,Q07954,Prolow-density lipoprotein receptor-related protein 1 OS=Homo sapiens GN=LRP1 PE=1 SV=2 - [LRP1_HUMAN],2.75,2,8,9,20,58.36,2.24,7,9,3.92,2.75,9,11,4544,504.3,5.39,,,,,,,,
ELAVL1,Q15717,ELAV-like protein 1 OS=Homo sapiens GN=ELAVL1 PE=1 SV=2 - [ELAV1_HUMAN],26.99,4,5,6,20,240.76,26.99,6,10,11.33,26.99,6,10,326,36.1,9.17,,,,,,,,
ERC1,Q8IUD2-4,Isoform 4 of ELKS/Rab6-interacting/CAST family member 1 OS=Homo sapiens GN=ERC1 - [RB6I2_HUMAN],10.97,9,8,8,20,204.73,10.34,7,9,13.61,10.97,8,11,948,108.7,6.61,,,,,,,,
RPL7,A8MUD9,60S ribosomal protein L7 OS=Homo sapiens GN=RPL7 PE=3 SV=1 - [A8MUD9_HUMAN],30.77,4,5,5,19,158.99,25.48,4,9,15.45,30.77,5,10,208,24.4,10.67,,,,,,,,
DLAT,F5H7M3,"Dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex, mitochondrial OS=Homo sapiens GN=DLAT PE=2 SV=1 - [F5H7M3_HUMAN]",19.14,4,6,6,19,187.02,19.14,6,9,12.85,19.14,6,10,418,44.6,6.44,,,,,,,,
PRKACB,P22694-4,Isoform 4 of cAMP-dependent protein kinase catalytic subunit beta OS=Homo sapiens GN=PRKACB - [KAPCB_HUMAN],15.98,18,2,6,19,185.73,15.98,6,10,10.91,15.98,6,9,338,39.4,8.79,,,,,,,,
PPP3CA,Q08209-3,Isoform 3 of Serine/threonine-protein phosphatase 2B catalytic subunit alpha isoform OS=Homo sapiens GN=PPP3CA - [PP2BA_HUMAN],13.22,14,4,8,19,106.84,13.22,8,10,8.8,13.22,7,9,469,52.6,6.23,,,,,,,,
SCRIB,Q14160,Protein scribble homolog OS=Homo sapiens GN=SCRIB PE=1 SV=4 - [SCRIB_HUMAN],6.5,7,6,6,19,155.17,6.5,6,10,12.41,6.5,6,9,1630,174.8,5.07,,,,,,,,
SUGP2,Q8IX01,SURP and G-patch domain-containing protein 2 OS=Homo sapiens GN=SUGP2 PE=1 SV=2 - [SUGP2_HUMAN],11.83,8,7,7,19,202.07,11.83,7,10,10.19,11.83,7,9,1082,120.1,7.28,,,,,,,,
NEDD4L,Q96PU5-9,Isoform 8 of E3 ubiquitin-protein ligase NEDD4-like OS=Homo sapiens GN=NEDD4L - [NED4L_HUMAN],12.59,17,8,8,19,131.14,8.87,6,9,14.31,12.59,7,10,834,96.2,6.04,,,,,,,,
POLDIP3,Q9BY77-2,Isoform 2 of Polymerase delta-interacting protein 3 OS=Homo sapiens GN=POLDIP3 - [PDIP3_HUMAN],28.06,6,6,6,19,156.27,22.7,5,8,14.76,28.06,6,11,392,42.9,9.91,,,,,,,,
IGF2BP1,Q9NZI8,Insulin-like growth factor 2 mRNA-binding protein 1 OS=Homo sapiens GN=IGF2BP1 PE=1 SV=2 - [IF2B1_HUMAN],10.92,2,3,5,19,158.26,10.92,5,10,8.89,10.92,5,9,577,63.4,9.2,,,,,,,,
EPN1,Q9Y6I3-3,Isoform 3 of Epsin-1 OS=Homo sapiens GN=EPN1 - [EPN1_HUMAN],32,11,8,8,19,89.75,32,8,10,13.9,27.82,7,9,550,57.5,4.88,,,,,,,,
RAB10,P61026,Ras-related protein Rab-10 OS=Homo sapiens GN=RAB10 PE=1 SV=1 - [RAB10_HUMAN],22.5,72,2,4,18,120.1,22.5,4,9,7.92,22.5,4,9,200,22.5,8.38,,,,,,,,
HIST1H4A,P62805,Histone H4 OS=Homo sapiens GN=HIST1H4A PE=1 SV=2 - [H4_HUMAN],51.46,1,5,5,18,159.56,41.75,4,9,11.28,51.46,5,9,103,11.4,11.36,,,,,,,,
KIAA1598,A0MZ66-8,Isoform 8 of Shootin-1 OS=Homo sapiens GN=KIAA1598 - [SHOT1_HUMAN],21.49,7,2,8,18,185.51,18.07,7,8,13.26,21.49,8,10,498,56.3,5.71,,,,,,,,
HNRNPAB,D6R9P3,Heterogeneous nuclear ribonucleoprotein A/B OS=Homo sapiens GN=HNRNPAB PE=2 SV=1 - [D6R9P3_HUMAN],17.5,7,5,6,18,193.8,17.5,6,9,11.53,17.5,6,9,280,30.3,7.91,,,,,,,,
DNM1L,O00429-3,Isoform 2 of Dynamin-1-like protein OS=Homo sapiens GN=DNM1L - [DNM1L_HUMAN],17.89,17,9,9,18,120.5,17.89,9,10,7.68,16.06,8,8,710,79.4,6.93,,,,,,,,
ALDOA,P04075,Fructose-bisphosphate aldolase A OS=Homo sapiens GN=ALDOA PE=1 SV=2 - [ALDOA_HUMAN],23.08,10,6,6,18,188.61,23.08,6,10,17.26,19.78,5,8,364,39.4,8.09,,,,,,,,
LYN,P07948-2,Isoform 2 of Tyrosine-protein kinase Lyn OS=Homo sapiens GN=LYN - [LYN_HUMAN],9.98,115,2,5,18,65.94,9.98,5,10,0,7.74,4,8,491,56,6.49,,,,,,,,
UCHL1,P09936,Ubiquitin carboxyl-terminal hydrolase isozyme L1 OS=Homo sapiens GN=UCHL1 PE=1 SV=2 - [UCHL1_HUMAN],46.64,5,7,7,18,79.5,46.64,7,9,11.88,46.64,7,9,223,24.8,5.48,,,,,,,,
PTPRD,P23468-3,Isoform 3 of Receptor-type tyrosine-protein phosphatase delta OS=Homo sapiens GN=PTPRD - [PTPRD_HUMAN],6.72,18,1,7,18,143.61,6.72,7,9,11.18,6.72,7,9,1383,156,6.61,,,,,,,,
EEF1D,P29692-2,Isoform 2 of Elongation factor 1-delta OS=Homo sapiens GN=EEF1D - [EF1D_HUMAN],12.83,22,5,5,18,336.38,12.83,5,9,17.33,12.83,5,9,647,71.4,6.42,,,,,,,,
DPYS,Q14117,Dihydropyrimidinase OS=Homo sapiens GN=DPYS PE=1 SV=1 - [DPYS_HUMAN],4.43,1,1,2,18,183.6,4.43,2,9,8.34,4.43,2,9,519,56.6,7.27,,,,,,,,
TENM4,Q6N022,Teneurin-4 OS=Homo sapiens GN=TENM4 PE=1 SV=2 - [TEN4_HUMAN],4.77,2,8,8,18,197.57,4.77,8,9,6.12,4.77,8,9,2769,307.8,6.55,,,,,,,,
PACS1,Q6VY07,Phosphofurin acidic cluster sorting protein 1 OS=Homo sapiens GN=PACS1 PE=1 SV=2 - [PACS1_HUMAN],16.93,8,10,10,18,82.76,15.16,8,9,4.58,11.63,8,9,963,104.8,7.74,,,,,,,,
KIAA1967,Q8N163,DBIRD complex subunit KIAA1967 OS=Homo sapiens GN=KIAA1967 PE=1 SV=2 - [K1967_HUMAN],9.97,20,6,7,18,159.03,9.97,7,9,11.88,9.97,7,9,923,102.8,5.22,,,,,,,,
H2AFZ,P0C0S5,Histone H2A.Z OS=Homo sapiens GN=H2AFZ PE=1 SV=2 - [H2AZ_HUMAN],23.44,8,1,3,17,137.74,23.44,3,8,17.49,23.44,3,9,128,13.5,10.58,,,,,,,,
EIF4A2,Q14240,Eukaryotic initiation factor 4A-II OS=Homo sapiens GN=EIF4A2 PE=1 SV=2 - [IF4A2_HUMAN],14.99,11,1,5,17,173.47,13.27,4,8,13.24,14.99,5,9,407,46.4,5.48,,,,,,,,
RPS8,P62241,40S ribosomal protein S8 OS=Homo sapiens GN=RPS8 PE=1 SV=2 - [RS8_HUMAN],26.92,2,5,5,17,168.07,25.96,4,7,11.9,26.92,5,10,208,24.2,10.32,,,,,,,,
DYNC1LI2,B4DZP4,Cytoplasmic dynein 1 light intermediate chain 2 OS=Homo sapiens GN=DYNC1LI2 PE=2 SV=1 - [B4DZP4_HUMAN],19.28,6,5,5,17,163.48,12.77,4,8,15.27,19.28,5,9,415,45,6.14,,,,,,,,
PPP2R5E,B7ZKK9,PPP2R5E protein OS=Homo sapiens GN=PPP2R5E PE=2 SV=1 - [B7ZKK9_HUMAN],16.02,7,5,6,17,153.7,16.02,6,9,9.48,16.02,6,8,462,54,6.57,,,,,,,,
EZR,E7EQR4,Ezrin OS=Homo sapiens GN=EZR PE=2 SV=2 - [E7EQR4_HUMAN],10.65,10,5,6,17,124.38,8.48,5,9,8.01,7.04,4,8,554,65.5,5.91,,,,,,,,
CSNK2A1,E7EU96,Casein kinase II subunit alpha OS=Homo sapiens GN=CSNK2A1 PE=2 SV=1 - [E7EU96_HUMAN],20,4,5,6,17,159.47,15.06,5,8,12.98,20,6,9,385,45.3,7.94,,,,,,,,
THY1,E9PIM6,Thy-1 membrane glycoprotein (Fragment) OS=Homo sapiens GN=THY1 PE=2 SV=1 - [E9PIM6_HUMAN],26.14,4,4,4,17,181.68,26.14,4,9,12.41,26.14,4,8,153,17,8.97,,,,,,,,
HSPA12A,O43301,Heat shock 70 kDa protein 12A OS=Homo sapiens GN=HSPA12A PE=1 SV=2 - [HS12A_HUMAN],9.63,5,6,6,17,149.49,7.85,5,8,9.57,9.63,6,9,675,74.9,6.77,,,,,,,,
HIP1R,O75146,Huntingtin-interacting protein 1-related protein OS=Homo sapiens GN=HIP1R PE=1 SV=2 - [HIP1R_HUMAN],6.84,1,5,6,17,119.7,6.84,6,10,3.15,5.9,5,7,1068,119.3,6.67,,,,,,,,
SEMA7A,O75326,Semaphorin-7A OS=Homo sapiens GN=SEMA7A PE=1 SV=1 - [SEM7A_HUMAN],10.06,3,6,6,17,184.52,9.16,5,8,13.02,10.06,6,9,666,74.8,7.64,,,,,,,,
ATP2A2,P16615-2,Isoform 2 of Sarcoplasmic/endoplasmic reticulum calcium ATPase 2 OS=Homo sapiens GN=ATP2A2 - [AT2A2_HUMAN],8.02,17,7,7,17,78.27,8.02,6,8,3.7,8.02,7,9,997,109.6,5.36,,,,,,,,
PSMA1,P25786,Proteasome subunit alpha type-1 OS=Homo sapiens GN=PSMA1 PE=1 SV=1 - [PSA1_HUMAN],26.24,4,5,5,17,230.36,26.24,5,8,10.65,26.24,5,9,263,29.5,6.61,,,,,,,,
LRPPRC,P42704,"Leucine-rich PPR motif-containing protein, mitochondrial OS=Homo sapiens GN=LRPPRC PE=1 SV=3 - [LPPRC_HUMAN]",7.96,3,8,8,17,193.01,7.96,8,9,6.67,7.03,7,8,1394,157.8,6.13,,,,,,,,
FXR2,P51116,Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens GN=FXR2 PE=1 SV=2 - [FXR2_HUMAN],19.61,3,6,9,17,76.48,16.34,8,9,2.54,14.71,7,8,673,74.2,6.23,,,,,,,,
TBR1,Q16650,T-box brain protein 1 OS=Homo sapiens GN=TBR1 PE=1 SV=1 - [TBR1_HUMAN],16.42,3,6,6,17,94.32,16.42,6,8,3.87,16.42,6,9,682,74,7.33,,,,,,,,
UPF1,Q92900-2,Isoform 2 of Regulator of nonsense transcripts 1 OS=Homo sapiens GN=UPF1 - [RENT1_HUMAN],9.48,8,8,8,17,112.75,8.59,7,8,7.82,9.48,8,9,1118,123,6.68,,,,,,,,
LMTK3,Q96Q04,Serine/threonine-protein kinase LMTK3 OS=Homo sapiens GN=LMTK3 PE=2 SV=2 - [LMTK3_HUMAN],7.12,1,6,6,17,98.47,6.71,5,8,6.17,7.12,6,9,1460,153.6,4.86,,,,,,,,
ABI2,Q9NYB9-2,Isoform 2 of Abl interactor 2 OS=Homo sapiens GN=ABI2 - [ABI2_HUMAN],18.74,17,5,7,17,70.92,18.74,7,8,11.51,18.74,7,9,475,52.4,6.01,,,,,,,,
GIT1,Q9Y2X7,ARF GTPase-activating protein GIT1 OS=Homo sapiens GN=GIT1 PE=1 SV=2 - [GIT1_HUMAN],11.7,22,7,7,17,203.24,11.7,7,9,10.74,10.64,6,8,761,84.3,6.8,,,,,,,,
ACTR2,P61160,Actin-related protein 2 OS=Homo sapiens GN=ACTR2 PE=1 SV=1 - [ARP2_HUMAN],22.84,3,6,6,16,132.38,20.56,5,7,7.1,22.84,6,9,394,44.7,6.74,,,,,,,,
PPP2CB,P62714,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform OS=Homo sapiens GN=PPP2CB PE=1 SV=1 - [PP2AB_HUMAN],21.04,12,5,5,16,165.38,21.04,5,8,11.52,21.04,5,8,309,35.6,5.43,,,,,,,,
PDIA6,B7Z254,Protein disulfide-isomerase A6 OS=Homo sapiens GN=PDIA6 PE=2 SV=1 - [B7Z254_HUMAN],10.53,5,4,4,16,197.09,10.53,4,8,6.96,10.53,4,8,437,47.8,5.08,,,,,,,,
PGK1.00,B7Z7A9,Phosphoglycerate kinase OS=Homo sapiens GN=PGK1 PE=2 SV=1 - [B7Z7A9_HUMAN],24.16,4,6,6,16,147.65,20.31,5,7,7.77,24.16,6,9,389,41.4,7.33,,,,,,,,
SAFB,F5GZU3,Scaffold attachment factor B1 OS=Homo sapiens GN=SAFB PE=2 SV=1 - [F5GZU3_HUMAN],15.66,7,7,7,16,80,9.37,5,7,2.7,14.06,6,9,747,84.6,6.67,,,,,,,,
RAB35,F5H157,Ras-related protein Rab-35 (Fragment) OS=Homo sapiens GN=RAB35 PE=2 SV=1 - [F5H157_HUMAN],25.95,74,2,4,16,87.26,25.95,4,8,8.26,25.95,4,8,185,21.2,8.31,,,,,,,,
GANAB,F5H6X6,Neutral alpha-glucosidase AB OS=Homo sapiens GN=GANAB PE=2 SV=1 - [F5H6X6_HUMAN],8.5,6,6,6,16,61.97,7.44,5,8,9.78,8.5,6,8,847,96.2,5.72,,,,,,,,
ST13,H7C3I1,Hsc70-interacting protein (Fragment) OS=Homo sapiens GN=ST13 PE=4 SV=1 - [H7C3I1_HUMAN],35.62,5,5,5,16,187.14,35.62,5,8,18.07,35.62,5,8,146,16.3,4.88,,,,,,,,
HSPB1,P04792,Heat shock protein beta-1 OS=Homo sapiens GN=HSPB1 PE=1 SV=2 - [HSPB1_HUMAN],43.9,3,5,5,16,142.41,36.59,4,7,6.3,43.9,5,9,205,22.8,6.4,,,,,,,,
NPM1,P06748-2,Isoform 2 of Nucleophosmin OS=Homo sapiens GN=NPM1 - [NPM_HUMAN],25.66,4,4,4,16,188.18,25.66,4,8,13.65,25.66,4,8,265,29.4,4.61,,,,,,,,
HSP90B1,P14625,Endoplasmin OS=Homo sapiens GN=HSP90B1 PE=1 SV=1 - [ENPL_HUMAN],9.59,2,4,6,16,205.93,9.59,6,9,13.92,6.1,5,7,803,92.4,4.84,,,,,,,,
RPL13,P26373,60S ribosomal protein L13 OS=Homo sapiens GN=RPL13 PE=1 SV=4 - [RL13_HUMAN],28.44,6,6,6,16,125.9,28.44,6,9,6.86,23.7,5,7,211,24.2,11.65,,,,,,,,
TPP2,P29144,Tripeptidyl-peptidase 2 OS=Homo sapiens GN=TPP2 PE=1 SV=4 - [TPP2_HUMAN],6.41,2,6,6,16,121.4,6.41,6,9,4.45,5.6,5,7,1249,138.3,6.32,,,,,,,,
MARCKS,P29966,Myristoylated alanine-rich C-kinase substrate OS=Homo sapiens GN=MARCKS PE=1 SV=4 - [MARCS_HUMAN],27.41,1,5,5,16,237.21,27.41,5,8,13.83,27.41,5,8,332,31.5,4.45,,,,,,,,
RPL12,P30050,60S ribosomal protein L12 OS=Homo sapiens GN=RPL12 PE=1 SV=1 - [RL12_HUMAN],47.27,2,5,5,16,165,47.27,5,8,12.86,47.27,5,8,165,17.8,9.42,,,,,,,,
EIF4A3,P38919,Eukaryotic initiation factor 4A-III OS=Homo sapiens GN=EIF4A3 PE=1 SV=4 - [IF4A3_HUMAN],7.54,2,2,3,16,138.29,7.54,3,8,14.03,7.54,3,8,411,46.8,6.73,,,,,,,,
MAPRE1,Q15691,Microtubule-associated protein RP/EB family member 1 OS=Homo sapiens GN=MAPRE1 PE=1 SV=3 - [MARE1_HUMAN],26.49,1,4,4,16,146.41,26.49,4,8,11.99,26.49,4,8,268,30,5.14,,,,,,,,
RPLP0,Q3B7A4,60S acidic ribosomal protein P0 OS=Homo sapiens GN=RPLP0 PE=2 SV=1 - [Q3B7A4_HUMAN],29.41,13,4,4,16,219.31,29.41,4,8,17.92,29.41,4,8,255,27.4,8.24,,,,,,,,
MAP7D1,Q3KQU3-2,Isoform 2 of MAP7 domain-containing protein 1 OS=Homo sapiens GN=MAP7D1 - [MA7D1_HUMAN],11.83,5,6,6,16,143.56,11.83,6,8,11.18,11.83,6,8,803,88.7,10.05,,,,,,,,
RPL5,Q5T7N0,60S ribosomal protein L5 (Fragment) OS=Homo sapiens GN=RPL5 PE=2 SV=2 - [Q5T7N0_HUMAN],37.69,2,3,3,16,160.64,37.69,3,8,11.31,37.69,3,8,130,14.1,7.78,,,,,,,,
PSPC1,Q8WXF1-2,Isoform 2 of Paraspeckle component 1 OS=Homo sapiens GN=PSPC1 - [PSPC1_HUMAN],22.14,2,6,6,16,77.9,22.14,6,8,0,22.14,6,8,393,45.5,6.58,,,,,,,,
AGAP3,Q96P47,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 3 OS=Homo sapiens GN=AGAP3 PE=1 SV=2 - [AGAP3_HUMAN]",7.89,10,4,5,16,267.31,7.89,5,8,15.05,7.89,5,8,875,95,7.97,,,,,,,,
VAPA,Q9P0L0,Vesicle-associated membrane protein-associated protein A OS=Homo sapiens GN=VAPA PE=1 SV=3 - [VAPA_HUMAN],18.88,5,3,4,16,115.75,18.88,4,8,7.07,18.88,4,8,249,27.9,8.62,,,,,,,,
MARK1,Q9P0L2-3,Isoform 3 of Serine/threonine-protein kinase MARK1 OS=Homo sapiens GN=MARK1 - [MARK1_HUMAN],17.41,5,6,8,16,90.32,17.41,8,10,9.03,8.97,4,6,758,84.9,9.52,,,,,,,,
PPP1R9A,Q9ULJ8,Neurabin-1 OS=Homo sapiens GN=PPP1R9A PE=1 SV=2 - [NEB1_HUMAN],8.56,4,5,6,16,151.5,8.56,6,9,6.85,7.65,5,7,1098,123.3,5.1,,,,,,,,
MYO5B,Q9ULV0,Unconventional myosin-Vb OS=Homo sapiens GN=MYO5B PE=1 SV=3 - [MYO5B_HUMAN],2.49,5,1,5,16,171.63,2.49,5,8,9.54,2.49,5,8,1848,213.5,7.2,,,,,,,,
CDC42BPB,Q9Y5S2,Serine/threonine-protein kinase MRCK beta OS=Homo sapiens GN=CDC42BPB PE=1 SV=2 - [MRCKB_HUMAN],6.2,23,7,7,16,70.87,6.2,7,8,1.82,6.2,7,8,1711,194.2,6.37,,,,,,,,
KIAA1598,A0MZ66-2,Isoform 2 of Shootin-1 OS=Homo sapiens GN=KIAA1598 - [SHOT1_HUMAN],20.18,1,1,7,15,127.06,16.45,6,7,8.76,20.18,7,8,456,52.6,5.43,,,,,,,,
DST,E7ERU0,Dystonin OS=Homo sapiens GN=DST PE=2 SV=1 - [E7ERU0_HUMAN],2.03,18,3,6,15,118.17,2.03,6,8,4.53,2.03,6,7,5375,615.3,5.74,,,,,,,,
PSMC3,E9PM69,26S protease regulatory subunit 6A OS=Homo sapiens GN=PSMC3 PE=2 SV=1 - [E9PM69_HUMAN],29.72,7,7,7,15,113.84,29.72,7,8,7.4,25.69,6,7,397,44.3,5.05,,,,,,,,
PDIA3,G5EA52,"Protein disulfide isomerase family A, member 3, isoform CRA_b OS=Homo sapiens GN=PDIA3 PE=3 SV=1 - [G5EA52_HUMAN]",15.26,2,4,6,15,132.08,15.26,6,8,8.15,12.37,5,7,485,54.9,6.86,,,,,,,,
DDX3X,O00571-2,Isoform 2 of ATP-dependent RNA helicase DDX3X OS=Homo sapiens GN=DDX3X - [DDX3X_HUMAN],11.3,5,6,6,15,85.51,11.3,6,7,9.18,11.3,6,8,646,71.3,6.62,,,,,,,,
SBF1,O95248,Myotubularin-related protein 5 OS=Homo sapiens GN=SBF1 PE=1 SV=3 - [MTMR5_HUMAN],6.32,4,7,7,15,91.27,6.32,7,7,2.62,6.32,7,8,1867,208.2,6.9,,,,,,,,
SFN,P31947-2,Isoform 2 of 14-3-3 protein sigma OS=Homo sapiens GN=SFN - [1433S_HUMAN],14.35,2,1,3,15,76.48,14.35,3,7,7.96,14.35,3,8,216,24.3,4.82,,,,,,,,
CDH13,P55290,Cadherin-13 OS=Homo sapiens GN=CDH13 PE=1 SV=1 - [CAD13_HUMAN],8.7,5,4,4,15,149.56,8.7,4,8,6.51,6.87,3,7,713,78.2,4.98,,,,,,,,
PPFIA1,Q13136-2,Isoform 2 of Liprin-alpha-1 OS=Homo sapiens GN=PPFIA1 - [LIPA1_HUMAN],5.32,11,2,5,15,145.52,4.39,4,7,7.32,5.32,5,8,1185,133.9,6.25,,,,,,,,
EFTUD2,Q15029-2,Isoform 2 of 116 kDa U5 small nuclear ribonucleoprotein component OS=Homo sapiens GN=EFTUD2 - [U5S1_HUMAN],8.11,5,6,6,15,115.61,6.72,5,7,3.84,8.11,6,8,937,105.3,5.22,,,,,,,,
CAMKV,Q8NCB2-3,Isoform 3 of CaM kinase-like vesicle-associated protein OS=Homo sapiens GN=CAMKV - [CAMKV_HUMAN],21.49,9,6,6,15,68.39,21.49,6,9,0,19.15,5,6,470,51.7,5.63,,,,,,,,
DLG3,Q92796,Disks large homolog 3 OS=Homo sapiens GN=DLG3 PE=1 SV=2 - [DLG3_HUMAN],12.85,4,9,9,15,54.99,10.4,7,7,4.65,12.73,8,8,817,90.3,7.03,,,,,,,,
VAT1,Q99536,Synaptic vesicle membrane protein VAT-1 homolog OS=Homo sapiens GN=VAT1 PE=1 SV=2 - [VAT1_HUMAN],22.65,8,5,5,15,132.97,22.65,5,8,7.33,15.78,4,7,393,41.9,6.29,,,,,,,,
FARSB,Q9NSD9,Phenylalanine--tRNA ligase beta subunit OS=Homo sapiens GN=FARSB PE=1 SV=3 - [SYFB_HUMAN],15.11,2,7,7,15,68.42,13.24,6,7,5.32,15.11,7,8,589,66.1,6.84,,,,,,,,
RPS18,P62269,40S ribosomal protein S18 OS=Homo sapiens GN=RPS18 PE=1 SV=3 - [RS18_HUMAN],28.29,2,5,5,14,100.3,28.29,5,7,4.2,28.29,5,7,152,17.7,10.99,,,,,,,,
OGDH,F5H801,"2-oxoglutarate dehydrogenase, mitochondrial OS=Homo sapiens GN=OGDH PE=2 SV=1 - [F5H801_HUMAN]",9.03,11,6,6,14,78.58,9.03,6,8,2.28,6.98,5,6,974,110.5,6.84,,,,,,,,
RPL18,F8VWC5,60S ribosomal protein L18 OS=Homo sapiens GN=RPL18 PE=2 SV=1 - [F8VWC5_HUMAN],37.11,7,5,5,14,85.9,37.11,5,7,6.96,37.11,5,7,159,18.1,11.84,,,,,,,,
MAP1LC3B,H3BTL1,"Microtubule-associated protein 1 light chain 3 beta, isoform CRA_f OS=Homo sapiens GN=MAP1LC3B PE=3 SV=1 - [H3BTL1_HUMAN]",34.67,4,3,4,14,32.79,34.67,3,8,2.8,34.67,4,6,75,9,9.82,,,,,,,,
KIAA1549,J3QSR7,UPF0606 protein KIAA1549 OS=Homo sapiens GN=KIAA1549 PE=4 SV=1 - [J3QSR7_HUMAN],6.1,5,6,6,14,161.93,4.67,5,7,9.84,5.04,5,7,1884,203.6,5.66,,,,,,,,
PDE2A,O00408-4,"Isoform PDE2A4 of cGMP-dependent 3',5'-cyclic phosphodiesterase OS=Homo sapiens GN=PDE2A - [PDE2A_HUMAN]",8.8,13,5,5,14,142,8.8,5,7,6.56,8.8,5,7,932,104.9,5.53,,,,,,,,
IGF2BP3,O00425,Insulin-like growth factor 2 mRNA-binding protein 3 OS=Homo sapiens GN=IGF2BP3 PE=1 SV=2 - [IF2B3_HUMAN],12.09,2,2,5,14,117.18,12.09,5,7,6.1,12.09,5,7,579,63.7,8.87,,,,,,,,
